,description,size,specificity,phi_UB,AUC_UB,sensitivity,tn,F1,sensitivity_UB,specificity_UB,ConfusionMatrix,phi,precision,AUC,pp,sensitivity_LB,tp,specificity_LB,AUC_LB,p,fp,recall,pn,phi_LB,n,fn,mean_area,mean_compactness,mean_concave_points,mean_concavity,mean_fractal_dimension,mean_perimeter,mean_radius,mean_smoothness,mean_symmetry,mean_texture
385,mean_concave_points:q00-20  mean_concavity:q00-20  mean_texture:q00-20,24,1.0,0.0,,,24,,,1.0,True,0.0,,,0,,0,0.8575264022774187,,0,0,,24,0.0,24,0,,,q00-20,q00-20,,,,,,q00-20
386,mean_concave_points:q80-100  mean_fractal_dimension:q00-20  mean_perimeter:q80-100,20,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,20,0.8315665290169145,20,,,20,0,1.0,0,0.0,0,0,,,q80-100,,q00-20,q80-100,,,,
387,mean_concave_points:q80-100  mean_fractal_dimension:q40-60  mean_perimeter:q80-100,24,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,24,0.8575264022774187,24,,,24,0,1.0,0,0.0,0,0,,,q80-100,,q40-60,q80-100,,,,
388,mean_concave_points:q00-20  mean_fractal_dimension:q60-80  mean_perimeter:q00-20,22,1.0,0.0,,,22,,,1.0,True,0.0,,,0,,0,0.8456274871844254,,0,0,,22,0.0,22,0,,,q00-20,,q60-80,q00-20,,,,
389,mean_concave_points:q80-100  mean_fractal_dimension:q00-20  mean_radius:q80-100,20,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,20,0.8315665290169145,20,,,20,0,1.0,0,0.0,0,0,,,q80-100,,q00-20,,q80-100,,,
390,mean_concave_points:q80-100  mean_fractal_dimension:q40-60  mean_radius:q80-100,23,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,23,0.8518148710847749,23,,,23,0,1.0,0,0.0,0,0,,,q80-100,,q40-60,,q80-100,,,
391,mean_concave_points:q60-80  mean_fractal_dimension:q00-20  mean_radius:q80-100,20,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,20,0.8315665290169145,20,,,20,0,1.0,0,0.0,0,0,,,q60-80,,q00-20,,q80-100,,,
392,mean_concave_points:q00-20  mean_fractal_dimension:q60-80  mean_radius:q00-20,22,1.0,0.0,,,22,,,1.0,True,0.0,,,0,,0,0.8456274871844254,,0,0,,22,0.0,22,0,,,q00-20,,q60-80,,q00-20,,,
393,mean_concave_points:q80-100  mean_fractal_dimension:q80-100  mean_smoothness:q80-100,23,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,23,0.8518148710847749,23,,,23,0,1.0,0,0.0,0,0,,,q80-100,,q80-100,,,q80-100,,
394,mean_concave_points:q60-80  mean_fractal_dimension:q80-100  mean_smoothness:q80-100,20,0.8333333333333334,0.9294364270401189,1.0,0.8571428571428571,5,0.888888888888889,0.9822054845168084,0.9957892554855104,True,0.6633880657639324,0.9230769230769231,0.8452380952380952,13,0.5718708390903011,12,0.3587654210025136,0.6562338128402084,14,1,0.8571428571428571,7,0.18117239963692153,6,2,,,q60-80,,q80-100,,,q80-100,,
395,mean_concave_points:q00-20  mean_fractal_dimension:q00-20  mean_smoothness:q00-20,22,1.0,0.0,,,22,,,1.0,True,0.0,,,0,,0,0.8456274871844254,,0,0,,22,0.0,22,0,,,q00-20,,q00-20,,,q00-20,,
396,mean_concave_points:q80-100  mean_fractal_dimension:q80-100  mean_symmetry:q80-100,23,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,23,0.8518148710847749,23,,,23,0,1.0,0,0.0,0,0,,,q80-100,,q80-100,,,,q80-100,
397,mean_concave_points:q60-80  mean_fractal_dimension:q80-100  mean_symmetry:q80-100,21,0.875,1.0,1.0,0.9230769230769231,7,0.9230769230769231,0.9980543715026514,0.9968402764687477,True,0.7980769230769231,0.9230769230769231,0.8990384615384616,13,0.6397025647321225,12,0.4734903291248362,0.7552040779235003,13,1,0.9230769230769231,8,0.5606193519582825,8,1,,,q60-80,,q80-100,,,,q80-100,
398,mean_concave_points:q80-100  mean_perimeter:q80-100  mean_radius:q80-100,77,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,77,0.9532219318395959,77,,,77,0,1.0,0,0.0,0,0,,,q80-100,,,q80-100,q80-100,,,
399,mean_concave_points:q80-100  mean_perimeter:q60-80  mean_radius:q60-80,27,1.0,1.0,,1.0,1,1.0,1.0,1.0,True,1.0,1.0,1.0,26,0.8677253955022459,26,0.025000000000000022,,26,0,1.0,1,0.0,1,0,,,q80-100,,,q60-80,q60-80,,,
400,mean_concave_points:q60-80  mean_perimeter:q80-100  mean_radius:q80-100,30,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,30,0.8842966917779725,30,,,30,0,1.0,0,0.0,0,0,,,q60-80,,,q80-100,q80-100,,,
401,mean_concave_points:q60-80  mean_perimeter:q60-80  mean_radius:q60-80,42,0.6153846153846154,0.7377842810408028,0.9047068687282713,0.896551724137931,8,0.8666666666666666,0.9781362631701468,0.8614206611098402,True,0.5382814881567385,0.8387096774193549,0.7559681697612732,31,0.7264848021076974,26,0.31577760291405943,0.6072294707942751,29,5,0.896551724137931,11,0.34589120708320187,13,3,,,q60-80,,,q60-80,q60-80,,,
402,mean_concave_points:q40-60  mean_perimeter:q20-40  mean_radius:q20-40,31,1.0,1.0,1.0,0.5,29,0.6666666666666666,0.987420882906321,1.0,True,0.695221787153807,1.0,0.75,1,0.01257911709367899,1,0.8805551309302788,0.2600090038649865,2,0,0.5,30,0.0,29,1,,,q40-60,,,q20-40,q20-40,,,
403,mean_concave_points:q40-60  mean_perimeter:q40-60  mean_radius:q40-60,34,1.0,1.0,1.0,0.6666666666666666,31,0.8,0.9915962413403874,1.0,True,0.8036375634160796,1.0,0.8333333333333333,2,0.09429932405071303,2,0.88781125307763,0.5066726692433243,3,0,0.6666666666666666,32,0.0,31,1,,,q40-60,,,q40-60,q40-60,,,
404,mean_concave_points:q40-60  mean_perimeter:q60-80  mean_radius:q60-80,28,0.9523809523809523,1.0,1.0,0.8571428571428571,20,0.8571428571428571,0.9963897031380992,0.9987951165516293,True,0.8095238095238095,0.8571428571428571,0.9047619047619048,7,0.42127680295680187,6,0.761840090063179,0.7571916589751044,7,1,0.8571428571428571,21,0.54721670974853,21,1,,,q40-60,,,q60-80,q60-80,,,
405,mean_concave_points:q20-40  mean_perimeter:q20-40  mean_radius:q20-40,40,1.0,0.0,,,40,,,1.0,True,0.0,,,0,,0,0.9119026971211966,,0,0,,40,0.0,40,0,,,q20-40,,,q20-40,q20-40,,,
406,mean_concave_points:q20-40  mean_perimeter:q40-60  mean_radius:q40-60,30,1.0,0.0,,0.0,29,,0.975,1.0,True,0.0,,,0,0.0,0,0.8805551309302788,,1,0,0.0,30,0.0,29,1,,,q20-40,,,q40-60,q40-60,,,
407,mean_concave_points:q20-40  mean_perimeter:q00-20  mean_radius:q00-20,29,1.0,0.0,,,29,,,1.0,True,0.0,,,0,,0,0.8805551309302788,,0,0,,29,0.0,29,0,,,q20-40,,,q00-20,q00-20,,,
408,mean_concave_points:q00-20  mean_perimeter:q20-40  mean_radius:q20-40,28,1.0,0.0,,,28,,,1.0,True,0.0,,,0,,0,0.8765638814997305,,0,0,,28,0.0,28,0,,,q00-20,,,q20-40,q20-40,,,
409,mean_concave_points:q00-20  mean_perimeter:q00-20  mean_radius:q00-20,61,1.0,0.0,,,61,,,1.0,True,0.0,,,0,,0,0.9413187760677074,,0,0,,61,0.0,61,0,,,q00-20,,,q00-20,q00-20,,,
410,mean_concave_points:q80-100  mean_perimeter:q80-100  mean_smoothness:q80-100,29,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,29,0.8805551309302788,29,,,29,0,1.0,0,0.0,0,0,,,q80-100,,,q80-100,,q80-100,,
411,mean_concave_points:q80-100  mean_perimeter:q80-100  mean_smoothness:q60-80,27,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,27,0.8722971323845661,27,,,27,0,1.0,0,0.0,0,0,,,q80-100,,,q80-100,,q60-80,,
412,mean_concave_points:q00-20  mean_perimeter:q00-20  mean_smoothness:q00-20,22,1.0,0.0,,,22,,,1.0,True,0.0,,,0,,0,0.8456274871844254,,0,0,,22,0.0,22,0,,,q00-20,,,q00-20,,q00-20,,
413,mean_concave_points:q80-100  mean_perimeter:q80-100  mean_symmetry:q80-100,29,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,29,0.8805551309302788,29,,,29,0,1.0,0,0.0,0,0,,,q80-100,,,q80-100,,,q80-100,
414,mean_concave_points:q80-100  mean_perimeter:q80-100  mean_symmetry:q40-60,24,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,24,0.8575264022774187,24,,,24,0,1.0,0,0.0,0,0,,,q80-100,,,q80-100,,,q40-60,
415,mean_concave_points:q80-100  mean_perimeter:q80-100  mean_texture:q60-80,24,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,24,0.8575264022774187,24,,,24,0,1.0,0,0.0,0,0,,,q80-100,,,q80-100,,,,q60-80
416,mean_concave_points:q80-100  mean_perimeter:q80-100  mean_texture:q80-100,30,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,30,0.8842966917779725,30,,,30,0,1.0,0,0.0,0,0,,,q80-100,,,q80-100,,,,q80-100
417,mean_concave_points:q00-20  mean_perimeter:q00-20  mean_texture:q00-20,20,1.0,0.0,,,20,,,1.0,True,0.0,,,0,,0,0.8315665290169145,,0,0,,20,0.0,20,0,,,q00-20,,,q00-20,,,,q00-20
418,mean_concave_points:q80-100  mean_radius:q80-100  mean_smoothness:q80-100,26,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,26,0.8677253955022459,26,,,26,0,1.0,0,0.0,0,0,,,q80-100,,,,q80-100,q80-100,,
419,mean_concave_points:q80-100  mean_radius:q80-100  mean_smoothness:q60-80,27,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,27,0.8722971323845661,27,,,27,0,1.0,0,0.0,0,0,,,q80-100,,,,q80-100,q60-80,,
420,mean_concave_points:q00-20  mean_radius:q00-20  mean_smoothness:q00-20,22,1.0,0.0,,,22,,,1.0,True,0.0,,,0,,0,0.8456274871844254,,0,0,,22,0.0,22,0,,,q00-20,,,,q00-20,q00-20,,
421,mean_concave_points:q80-100  mean_radius:q80-100  mean_symmetry:q80-100,27,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,27,0.8722971323845661,27,,,27,0,1.0,0,0.0,0,0,,,q80-100,,,,q80-100,,q80-100,
422,mean_concave_points:q80-100  mean_radius:q80-100  mean_symmetry:q40-60,23,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,23,0.8518148710847749,23,,,23,0,1.0,0,0.0,0,0,,,q80-100,,,,q80-100,,q40-60,
423,mean_concave_points:q80-100  mean_radius:q80-100  mean_texture:q60-80,23,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,23,0.8518148710847749,23,,,23,0,1.0,0,0.0,0,0,,,q80-100,,,,q80-100,,,q60-80
424,mean_concave_points:q80-100  mean_radius:q80-100  mean_texture:q80-100,29,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,29,0.8805551309302788,29,,,29,0,1.0,0,0.0,0,0,,,q80-100,,,,q80-100,,,q80-100
425,mean_concave_points:q00-20  mean_radius:q00-20  mean_texture:q00-20,20,1.0,0.0,,,20,,,1.0,True,0.0,,,0,,0,0.8315665290169145,,0,0,,20,0.0,20,0,,,q00-20,,,,q00-20,,,q00-20
426,mean_concave_points:q80-100  mean_smoothness:q80-100  mean_symmetry:q80-100,28,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,28,0.8765638814997305,28,,,28,0,1.0,0,0.0,0,0,,,q80-100,,,,,q80-100,q80-100,
427,mean_concave_points:q00-20  mean_smoothness:q00-20  mean_symmetry:q00-20,25,1.0,0.0,,,25,,,1.0,True,0.0,,,0,,0,0.8628148284692875,,0,0,,25,0.0,25,0,,,q00-20,,,,,q00-20,q00-20,
428,mean_concave_points:q80-100  mean_symmetry:q80-100  mean_texture:q80-100,21,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,21,0.8389023847809204,21,,,21,0,1.0,0,0.0,0,0,,,q80-100,,,,,,q80-100,q80-100
429,mean_concavity:q80-100  mean_fractal_dimension:q40-60  mean_perimeter:q80-100,21,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,21,0.8389023847809204,21,,,21,0,1.0,0,0.0,0,0,,,,q80-100,q40-60,q80-100,,,,
430,mean_concavity:q60-80  mean_fractal_dimension:q00-20  mean_perimeter:q80-100,25,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,25,0.8628148284692875,25,,,25,0,1.0,0,0.0,0,0,,,,q60-80,q00-20,q80-100,,,,
431,mean_concavity:q80-100  mean_fractal_dimension:q40-60  mean_radius:q80-100,20,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,20,0.8315665290169145,20,,,20,0,1.0,0,0.0,0,0,,,,q80-100,q40-60,,q80-100,,,
432,mean_concavity:q60-80  mean_fractal_dimension:q00-20  mean_radius:q80-100,26,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,26,0.8677253955022459,26,,,26,0,1.0,0,0.0,0,0,,,,q60-80,q00-20,,q80-100,,,
433,mean_concavity:q80-100  mean_fractal_dimension:q80-100  mean_smoothness:q80-100,30,,0.0,,0.9666666666666667,0,0.983050847457627,0.9991564290733507,,True,0.0,1.0,,29,0.8278305443665871,29,,,30,0,0.9666666666666667,1,0.0,0,1,,,,q80-100,q80-100,,,q80-100,,
434,mean_concavity:q00-20  mean_fractal_dimension:q00-20  mean_smoothness:q00-20,21,1.0,0.0,,,21,,,1.0,True,0.0,,,0,,0,0.8389023847809204,,0,0,,21,0.0,21,0,,,,q00-20,q00-20,,,q00-20,,
435,mean_concavity:q80-100  mean_fractal_dimension:q80-100  mean_symmetry:q80-100,35,1.0,1.0,1.0,0.9655172413793104,6,0.9824561403508771,0.9991273531164029,1.0,True,0.909717652294684,1.0,0.9827586206896552,28,0.8223557045115856,28,0.5407418735600996,0.9489661381975854,29,0,0.9655172413793104,7,0.7093250905092913,6,1,,,,q80-100,q80-100,,,,q80-100,
436,mean_concavity:q80-100  mean_perimeter:q80-100  mean_radius:q80-100,65,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,65,0.9448283656811836,65,,,65,0,1.0,0,0.0,0,0,,,,q80-100,,q80-100,q80-100,,,
437,mean_concavity:q80-100  mean_perimeter:q60-80  mean_radius:q60-80,28,0.0,0.0,,1.0,0,0.9818181818181818,1.0,0.975,True,0.0,0.9642857142857143,,28,0.8722971323845661,27,0.0,,27,1,1.0,0,0.0,1,0,,,,q80-100,,q60-80,q60-80,,,
438,mean_concavity:q60-80  mean_perimeter:q80-100  mean_radius:q80-100,39,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,39,0.9097488990396657,39,,,39,0,1.0,0,0.0,0,0,,,,q60-80,,q80-100,q80-100,,,
439,mean_concavity:q60-80  mean_perimeter:q60-80  mean_radius:q60-80,34,0.8181818181818182,0.8717610388824686,0.9988502032773078,0.9130434782608695,9,0.9130434782608695,0.989290033962079,0.9771688017000408,True,0.7312252964426877,0.9130434782608695,0.8656126482213438,23,0.7196206640905891,21,0.48224414763987544,0.7323750931653797,23,2,0.9130434782608695,11,0.5163276271038333,11,2,,,,q60-80,,q60-80,q60-80,,,
440,mean_concavity:q20-40  mean_perimeter:q20-40  mean_radius:q20-40,36,1.0,0.0,,0.0,35,,0.975,1.0,True,0.0,,,0,0.0,0,0.8999675644278913,,1,0,0.0,36,0.0,35,1,,,,q20-40,,q20-40,q20-40,,,
441,mean_concavity:q20-40  mean_perimeter:q40-60  mean_radius:q40-60,33,1.0,0.0,,0.0,32,,0.975,1.0,True,0.0,,,0,0.0,0,0.8911188393205571,,1,0,0.0,33,0.0,32,1,,,,q20-40,,q40-60,q40-60,,,
442,mean_concavity:q20-40  mean_perimeter:q00-20  mean_radius:q00-20,26,1.0,0.0,,,26,,,1.0,True,0.0,,,0,,0,0.8677253955022459,,0,0,,26,0.0,26,0,,,,q20-40,,q00-20,q00-20,,,
443,mean_concavity:q40-60  mean_perimeter:q20-40  mean_radius:q20-40,29,1.0,0.0,,,29,,,1.0,True,0.0,,,0,,0,0.8805551309302788,,0,0,,29,0.0,29,0,,,,q40-60,,q20-40,q20-40,,,
444,mean_concavity:q40-60  mean_perimeter:q40-60  mean_radius:q40-60,26,1.0,1.0,0.8699954980675068,0.25,22,0.4,0.8058795503167566,1.0,True,0.4690415759823429,1.0,0.625,1,0.006309463209709889,1,0.8456274871844254,0.38000450193249324,4,0,0.25,25,0.0,22,3,,,,q40-60,,q40-60,q40-60,,,
445,mean_concavity:q40-60  mean_perimeter:q60-80  mean_radius:q60-80,31,0.8095238095238095,0.8134354580389044,0.961214206260899,0.8,17,0.7272727272727272,0.9747892736731665,0.9455364318215961,True,0.5849690635808873,0.6666666666666666,0.8047619047619048,12,0.4439045376923585,8,0.5809339588164454,0.6483096032629105,10,4,0.8,19,0.2906941804192243,21,2,,,,q40-60,,q60-80,q60-80,,,
446,mean_concavity:q40-60  mean_perimeter:q00-20  mean_radius:q00-20,21,1.0,0.0,,,21,,,1.0,True,0.0,,,0,,0,0.8389023847809204,,0,0,,21,0.0,21,0,,,,q40-60,,q00-20,q00-20,,,
447,mean_concavity:q00-20  mean_perimeter:q20-40  mean_radius:q20-40,31,1.0,0.0,,,31,,,1.0,True,0.0,,,0,,0,0.88781125307763,,0,0,,31,0.0,31,0,,,,q00-20,,q20-40,q20-40,,,
448,mean_concavity:q00-20  mean_perimeter:q40-60  mean_radius:q40-60,22,1.0,0.0,,,22,,,1.0,True,0.0,,,0,,0,0.8456274871844254,,0,0,,22,0.0,22,0,,,,q00-20,,q40-60,q40-60,,,
449,mean_concavity:q00-20  mean_perimeter:q00-20  mean_radius:q00-20,51,1.0,0.0,,,51,,,1.0,True,0.0,,,0,,0,0.9302229692504608,,0,0,,51,0.0,51,0,,,,q00-20,,q00-20,q00-20,,,
450,mean_concavity:q80-100  mean_perimeter:q80-100  mean_smoothness:q80-100,29,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,29,0.8805551309302788,29,,,29,0,1.0,0,0.0,0,0,,,,q80-100,,q80-100,,q80-100,,
451,mean_concavity:q80-100  mean_perimeter:q80-100  mean_smoothness:q60-80,24,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,24,0.8575264022774187,24,,,24,0,1.0,0,0.0,0,0,,,,q80-100,,q80-100,,q60-80,,
452,mean_concavity:q80-100  mean_perimeter:q80-100  mean_symmetry:q80-100,26,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,26,0.8677253955022459,26,,,26,0,1.0,0,0.0,0,0,,,,q80-100,,q80-100,,,q80-100,
453,mean_concavity:q80-100  mean_perimeter:q80-100  mean_texture:q80-100,31,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,31,0.88781125307763,31,,,31,0,1.0,0,0.0,0,0,,,,q80-100,,q80-100,,,,q80-100
454,mean_concavity:q80-100  mean_radius:q80-100  mean_smoothness:q80-100,26,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,26,0.8677253955022459,26,,,26,0,1.0,0,0.0,0,0,,,,q80-100,,,q80-100,q80-100,,
455,mean_concavity:q80-100  mean_radius:q80-100  mean_smoothness:q60-80,24,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,24,0.8575264022774187,24,,,24,0,1.0,0,0.0,0,0,,,,q80-100,,,q80-100,q60-80,,
456,mean_concavity:q80-100  mean_radius:q80-100  mean_symmetry:q80-100,24,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,24,0.8575264022774187,24,,,24,0,1.0,0,0.0,0,0,,,,q80-100,,,q80-100,,q80-100,
457,mean_concavity:q80-100  mean_radius:q80-100  mean_texture:q80-100,30,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,30,0.8842966917779725,30,,,30,0,1.0,0,0.0,0,0,,,,q80-100,,,q80-100,,,q80-100
458,mean_concavity:q80-100  mean_smoothness:q80-100  mean_symmetry:q80-100,35,,0.0,,0.9714285714285714,0,0.9855072463768115,0.9992768956236334,,True,0.0,1.0,,34,0.8508279203435682,34,,,35,0,0.9714285714285714,1,0.0,0,1,,,,q80-100,,,,q80-100,q80-100,
459,mean_concavity:q00-20  mean_smoothness:q00-20  mean_symmetry:q00-20,22,1.0,0.0,,,22,,,1.0,True,0.0,,,0,,0,0.8456274871844254,,0,0,,22,0.0,22,0,,,,q00-20,,,,q00-20,q00-20,
460,mean_concavity:q80-100  mean_symmetry:q80-100  mean_texture:q80-100,24,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,24,0.8575264022774187,24,,,24,0,1.0,0,0.0,0,0,,,,q80-100,,,,,q80-100,q80-100
461,mean_fractal_dimension:q80-100  mean_perimeter:q60-80  mean_radius:q60-80,20,0.5,1.0,1.0,1.0,2,0.9411764705882353,1.0,0.932414013511457,True,0.6666666666666666,0.8888888888888888,0.75,18,0.7940927857921769,16,0.06758598648854298,0.4671035664809571,16,2,1.0,2,0.0,4,0,,,,,q80-100,q60-80,q60-80,,,
462,mean_fractal_dimension:q80-100  mean_perimeter:q00-20  mean_radius:q00-20,41,1.0,0.0,,0.0,40,,0.975,1.0,True,0.0,,,0,0.0,0,0.9119026971211966,,1,0,0.0,41,0.0,40,1,,,,,q80-100,q00-20,q00-20,,,
463,mean_fractal_dimension:q00-20  mean_perimeter:q80-100  mean_radius:q80-100,41,0.0,0.0,,1.0,0,0.9876543209876543,1.0,0.975,True,0.0,0.975609756097561,,41,0.9119026971211966,40,0.0,,40,1,1.0,0,0.0,1,0,,,,,q00-20,q80-100,q80-100,,,
464,mean_fractal_dimension:q00-20  mean_perimeter:q40-60  mean_radius:q40-60,24,1.0,1.0,1.0,0.5,22,0.6666666666666666,0.987420882906321,1.0,True,0.6915640748081247,1.0,0.75,1,0.01257911709367899,1,0.8456274871844254,0.2600090038649865,2,0,0.5,23,0.0,22,1,,,,,q00-20,q40-60,q40-60,,,
465,mean_fractal_dimension:q00-20  mean_perimeter:q60-80  mean_radius:q60-80,29,0.8666666666666667,0.8595939390012962,0.9421442121114335,0.7142857142857143,13,0.7692307692307692,0.9161106816933545,0.9834240865599164,True,0.5894338862466559,0.8333333333333334,0.7904761904761906,12,0.4189647428163384,10,0.5953973033966279,0.6388081688409476,14,2,0.7142857142857143,17,0.19883148240918908,15,4,,,,,q00-20,q60-80,q60-80,,,
466,mean_fractal_dimension:q20-40  mean_perimeter:q20-40  mean_radius:q20-40,28,1.0,0.0,,,28,,,1.0,True,0.0,,,0,,0,0.8765638814997305,,0,0,,28,0.0,28,0,,,,,q20-40,q20-40,q20-40,,,
467,mean_fractal_dimension:q20-40  mean_perimeter:q40-60  mean_radius:q40-60,32,1.0,1.0,,1.0,31,1.0,1.0,1.0,True,1.0,1.0,1.0,1,0.025000000000000022,1,0.88781125307763,,1,0,1.0,31,0.0,31,0,,,,,q20-40,q40-60,q40-60,,,
468,mean_fractal_dimension:q20-40  mean_perimeter:q60-80  mean_radius:q60-80,20,0.8333333333333334,1.0,1.0,0.875,10,0.823529411764706,0.9968402764687477,0.9791374745403382,True,0.6975184488828855,0.7777777777777778,0.8541666666666666,9,0.4734903291248362,7,0.5158622513139235,0.6894501966254146,8,2,0.875,11,0.38981938376529196,12,1,,,,,q20-40,q60-80,q60-80,,,
469,mean_fractal_dimension:q40-60  mean_perimeter:q80-100  mean_radius:q80-100,27,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,27,0.8722971323845661,27,,,27,0,1.0,0,0.0,0,0,,,,,q40-60,q80-100,q80-100,,,
470,mean_fractal_dimension:q40-60  mean_perimeter:q20-40  mean_radius:q20-40,31,1.0,0.0,,0.0,30,,0.975,1.0,True,0.0,,,0,0.0,0,0.8842966917779725,,1,0,0.0,31,0.0,30,1,,,,,q40-60,q20-40,q20-40,,,
471,mean_fractal_dimension:q60-80  mean_perimeter:q20-40  mean_radius:q20-40,23,1.0,0.0,,,23,,,1.0,True,0.0,,,0,,0,0.8518148710847749,,0,0,,23,0.0,23,0,,,,,q60-80,q20-40,q20-40,,,
472,mean_fractal_dimension:q60-80  mean_perimeter:q60-80  mean_radius:q60-80,24,1.0,1.0,,1.0,7,1.0,1.0,1.0,True,1.0,1.0,1.0,17,0.8049356770312616,17,0.5903836027749514,,17,0,1.0,7,1.0,7,0,,,,,q60-80,q60-80,q60-80,,,
473,mean_fractal_dimension:q60-80  mean_perimeter:q00-20  mean_radius:q00-20,36,1.0,0.0,,,36,,,1.0,True,0.0,,,0,,0,0.9026062440854072,,0,0,,36,0.0,36,0,,,,,q60-80,q00-20,q00-20,,,
474,mean_fractal_dimension:q00-20  mean_perimeter:q40-60  mean_smoothness:q00-20,21,1.0,0.0,,0.0,20,,0.975,1.0,True,0.0,,,0,0.0,0,0.8315665290169145,,1,0,0.0,21,0.0,20,1,,,,,q00-20,q40-60,,q00-20,,
475,mean_fractal_dimension:q00-20  mean_radius:q40-60  mean_smoothness:q00-20,21,1.0,0.0,,0.0,20,,0.975,1.0,True,0.0,,,0,0.0,0,0.8315665290169145,,1,0,0.0,21,0.0,20,1,,,,,q00-20,,q40-60,q00-20,,
476,mean_fractal_dimension:q80-100  mean_smoothness:q80-100  mean_symmetry:q80-100,38,1.0,1.0,1.0,0.967741935483871,7,0.9836065573770492,0.9991836299281328,1.0,True,0.920203343586833,1.0,0.9838709677419355,30,0.8329788837697749,30,0.5903836027749514,0.9522586454106443,31,0,0.967741935483871,8,0.7437988659109781,7,1,,,,,q80-100,,,q80-100,q80-100,
477,mean_fractal_dimension:q00-20  mean_smoothness:q00-20  mean_symmetry:q00-20,23,0.9473684210526315,1.0,1.0,1.0,18,0.888888888888889,1.0,0.9986683711958152,True,0.870571500132014,0.8,0.9736842105263158,5,0.3976353643835142,4,0.7397193458047858,0.9221062109331566,4,1,1.0,18,0.33687863676566243,19,0,,,,,q00-20,,,q00-20,q00-20,
478,mean_perimeter:q80-100  mean_radius:q80-100  mean_smoothness:q80-100,27,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,27,0.8722971323845661,27,,,27,0,1.0,0,0.0,0,0,,,,,,q80-100,q80-100,q80-100,,
479,mean_perimeter:q80-100  mean_radius:q80-100  mean_smoothness:q60-80,32,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,32,0.8911188393205571,32,,,32,0,1.0,0,0.0,0,0,,,,,,q80-100,q80-100,q60-80,,
480,mean_perimeter:q80-100  mean_radius:q80-100  mean_smoothness:q40-60,24,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,24,0.8575264022774187,24,,,24,0,1.0,0,0.0,0,0,,,,,,q80-100,q80-100,q40-60,,
481,mean_perimeter:q20-40  mean_radius:q20-40  mean_smoothness:q20-40,29,1.0,0.0,,,29,,,1.0,True,0.0,,,0,,0,0.8805551309302788,,0,0,,29,0.0,29,0,,,,,,q20-40,q20-40,q20-40,,
482,mean_perimeter:q20-40  mean_radius:q20-40  mean_smoothness:q60-80,20,1.0,1.0,1.0,0.5,18,0.6666666666666666,0.987420882906321,1.0,True,0.6882472016116853,1.0,0.75,1,0.01257911709367899,1,0.8146980318621477,0.2600090038649865,2,0,0.5,19,0.0,18,1,,,,,,q20-40,q20-40,q60-80,,
483,mean_perimeter:q20-40  mean_radius:q20-40  mean_smoothness:q00-20,24,1.0,0.0,,,24,,,1.0,True,0.0,,,0,,0,0.8575264022774187,,0,0,,24,0.0,24,0,,,,,,q20-40,q20-40,q00-20,,
