,description,size,specificity,phi_UB,AUC_UB,sensitivity,tn,F1,sensitivity_UB,specificity_UB,ConfusionMatrix,phi,precision,AUC,pp,sensitivity_LB,tp,specificity_LB,AUC_LB,p,fp,recall,pn,phi_LB,n,fn,degree,mean_area,mean_compactness,mean_concave_points,mean_concavity,mean_fractal_dimension,mean_perimeter,mean_radius,mean_smoothness,mean_symmetry,mean_texture,specificity_CI_diff,sensitivity_CI_diff,phi_CI_diff,AUC_CI_diff
167,mean_compactness:q40-60  mean_perimeter:q60-80,25,0.7692307692307693,0.9196699815215256,0.987433242450068,0.9166666666666666,10,0.8461538461538461,0.9978924067681384,0.9496189265086185,True,0.690336947848731,0.7857142857142857,0.8429487179487177,14,0.6152038348490562,11,0.46186846076595905,0.6984641934473677,12,3,0.9166666666666666,11,0.48413461538461544,13,1,2,,q40-60,,,,q60-80,,,,,-0.5261497771873539,-0.5381969877759912,-0.7081234065773897,-0.6080858842453034
168,mean_compactness:q40-60  mean_perimeter:q00-20,20,1.0,0.0,,,20,,,1.0,True,0.0,,,0,,0,0.8315665290169145,,0,0,,20,0.0,20,0,2,,q40-60,,,,q00-20,,,,,-0.6200888209218702,,,
169,mean_compactness:q00-20  mean_perimeter:q20-40,35,1.0,0.0,,0.0,33,,0.841886116991607,1.0,True,0.0,,,0,0.0,0,0.8942371899254208,,2,0,0.0,35,0.0,33,2,2,,q00-20,,,,q20-40,,,,,-0.3204150821079275,-0.9486012806013275,,
170,mean_compactness:q00-20  mean_perimeter:q40-60,27,1.0,0.0,,,27,,,1.0,True,0.0,,,0,,0,0.8722971323845661,,0,0,,27,0.0,27,0,2,,q00-20,,,,q40-60,,,,,-0.45776704631583814,,,
171,mean_compactness:q00-20  mean_perimeter:q00-20,44,1.0,0.0,,,44,,,1.0,True,0.0,,,0,,0,0.9195800602362292,,0,0,,44,0.0,44,0,2,,q00-20,,,,q00-20,,,,,-0.4175525412887965,,,
172,mean_compactness:q80-100  mean_radius:q80-100,49,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,49,0.9274807363356677,49,,,49,0,1.0,0,0.0,0,0,2,,q80-100,,,,,q80-100,,,,,-0.7815124440678881,,
173,mean_compactness:q80-100  mean_radius:q60-80,35,0.6,1.0,1.0,1.0,3,0.967741935483871,1.0,0.9472550494736843,True,0.75,0.9375,0.8,32,0.8842966917779725,30,0.14663279963467257,0.5599544161822343,30,2,1.0,3,0.3569653238400652,5,0,2,,q80-100,,,,,q60-80,,,,-0.47659545109406404,-1.431473038670662,-0.5187244219377489,-0.4258582246656839
174,mean_compactness:q20-40  mean_radius:q20-40,33,1.0,0.0,,,33,,,1.0,True,0.0,,,0,,0,0.8942371899254208,,0,0,,33,0.0,33,0,2,,q20-40,,,,,q20-40,,,,-0.659069948555372,,,
175,mean_compactness:q20-40  mean_radius:q40-60,31,1.0,1.0,0.9933273307566757,0.3333333333333333,28,0.5,0.9057006759492866,1.0,True,0.5577733510227171,1.0,0.6666666666666666,1,0.008403758659612647,1,0.8765638814997305,0.34000600257665775,3,0,0.3333333333333333,30,0.0,28,2,2,,q20-40,,,,,q40-60,,,,-0.5647057817584594,-0.49463249748360094,-0.45684730836813847,-0.36518584164850604
176,mean_compactness:q20-40  mean_radius:q00-20,28,1.0,0.0,,,28,,,1.0,True,0.0,,,0,,0,0.8765638814997305,,0,0,,28,0.0,28,0,2,,q20-40,,,,,q00-20,,,,-0.5647057817584594,,,
177,mean_compactness:q60-80  mean_radius:q80-100,39,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,39,0.9097488990396657,39,,,39,0,1.0,0,0.0,0,0,2,,q60-80,,,,,q80-100,,,,,-1.688217338087224,,
178,mean_compactness:q60-80  mean_radius:q60-80,26,0.9,1.0,1.0,0.9375,9,0.9375,0.9984188882772308,0.9974714214555375,True,0.8375,0.9375,0.9187500000000001,16,0.697679261565439,15,0.5549838829718046,0.8031858546896167,16,1,0.9375,10,0.6936126248791237,10,1,2,,q60-80,,,,,q60-80,,,,-0.6339815956402668,-0.5454720293287927,-1.0886799449402709,-0.8749696537089029
179,mean_compactness:q40-60  mean_radius:q20-40,28,1.0,0.0,,,28,,,1.0,True,0.0,,,0,,0,0.8765638814997305,,0,0,,28,0.0,28,0,2,,q40-60,,,,,q20-40,,,,-0.8461357477426795,,,
180,mean_compactness:q40-60  mean_radius:q40-60,22,1.0,1.0,1.0,0.5,20,0.6666666666666666,0.987420882906321,1.0,True,0.6900655593423543,1.0,0.75,1,0.01257911709367899,1,0.8315665290169145,0.2600090038649865,2,0,0.5,21,0.0,20,1,2,,q40-60,,,,,q40-60,,,,-0.6200888209218702,-0.5022785249302564,-0.35700692414690605,-0.32122753616446215
181,mean_compactness:q40-60  mean_radius:q60-80,25,0.7692307692307693,0.9225998461903602,0.987433242450068,0.9166666666666666,10,0.8461538461538461,0.9978924067681384,0.9496189265086185,True,0.690336947848731,0.7857142857142857,0.8429487179487177,14,0.6152038348490562,11,0.46186846076595905,0.6984641934473677,12,3,0.9166666666666666,11,0.4385601370953692,13,1,2,,q40-60,,,,,q60-80,,,,-0.47703995607191013,-0.5381969877759912,-0.5292078977286551,-0.5524454870452787
182,mean_compactness:q40-60  mean_radius:q00-20,20,1.0,0.0,,,20,,,1.0,True,0.0,,,0,,0,0.8315665290169145,,0,0,,20,0.0,20,0,2,,q40-60,,,,,q00-20,,,,-0.6200888209218702,,,
183,mean_compactness:q00-20  mean_radius:q20-40,32,1.0,0.0,,0.0,31,,0.975,1.0,True,0.0,,,0,0.0,0,0.88781125307763,,1,0,0.0,32,0.0,31,1,2,,q00-20,,,,,q20-40,,,,-0.3048627265621994,-0.9556185966226775,,
184,mean_compactness:q00-20  mean_radius:q40-60,28,1.0,0.0,,0.0,27,,0.975,1.0,True,0.0,,,0,0.0,0,0.8722971323845661,,1,0,0.0,28,0.0,27,1,2,,q00-20,,,,,q40-60,,,,-0.46757613146280735,-0.9556185966226775,,
185,mean_compactness:q00-20  mean_radius:q00-20,42,1.0,0.0,,,42,,,1.0,True,0.0,,,0,,0,0.9159161450596448,,0,0,,42,0.0,42,0,2,,q00-20,,,,,q00-20,,,,-0.3993578819914247,,,
186,mean_compactness:q80-100  mean_smoothness:q80-100,63,0.8333333333333334,1.0,1.0,0.9824561403508771,5,0.9824561403508771,0.9995559265598044,0.9957892554855104,True,0.8157894736842105,0.9824561403508771,0.9078947368421053,57,0.9060831581080891,56,0.3587654210025136,0.7436620204047906,57,1,0.9824561403508771,6,0.23499833175585666,6,1,2,,q80-100,,,,,,q80-100,,,-0.6751821596736105,-1.280956302778617,-0.3794247740125023,-0.7310544906085789
187,mean_compactness:q80-100  mean_smoothness:q60-80,32,0.75,1.0,1.0,1.0,3,0.9824561403508771,1.0,0.9936905367902901,True,0.8509629433967631,0.9655172413793104,0.875,29,0.8765638814997305,28,0.1941204496832434,0.6300045019324932,28,1,1.0,3,0.65041219597369,4,0,2,,q80-100,,,,,,q60-80,,,-0.5352981765277971,-1.2466775175798703,-0.8302937967220285,-0.5064846250167535
188,mean_compactness:q20-40  mean_smoothness:q20-40,39,1.0,1.0,1.0,0.8571428571428571,32,0.923076923076923,0.9963897031380992,1.0,True,0.9116846116771036,1.0,0.9285714285714286,6,0.42127680295680187,6,0.8911188393205571,0.7885740011042819,7,0,0.8571428571428571,33,0.7740300126838504,32,1,2,,q20-40,,,,,,q20-40,,,-0.640194220560739,-0.9294196708222661,-2.0217167500610316,-1.160010451045011
189,mean_compactness:q20-40  mean_smoothness:q60-80,21,1.0,0.0,,,21,,,1.0,True,0.0,,,0,,0,0.8389023847809204,,0,0,,21,0.0,21,0,2,,q20-40,,,,,,q60-80,,,-0.7271893114559018,,,
190,mean_compactness:q20-40  mean_smoothness:q40-60,22,1.0,1.0,1.0,0.5,20,0.6666666666666666,0.987420882906321,1.0,True,0.6900655593423543,1.0,0.75,1,0.01257911709367899,1,0.8315665290169145,0.2600090038649865,2,0,0.5,21,0.0,20,1,2,,q20-40,,,,,,q40-60,,,-0.7335989908097735,-0.5391156191407679,-0.45684730836813847,-0.33143155744143166
191,mean_compactness:q20-40  mean_smoothness:q00-20,26,0.9090909090909091,1.0,1.0,0.75,20,0.6666666666666665,0.9936905367902901,0.9887944139758335,True,0.6033815244679472,0.6,0.8295454545454545,5,0.1941204496832434,3,0.7083872584460449,0.5769543432665927,4,2,0.75,21,0.02988995240894305,22,1,2,,q20-40,,,,,,q00-20,,,-0.2608753407656494,-0.6651350326880482,-0.470923179800648,-0.5797397147046431
192,mean_compactness:q60-80  mean_smoothness:q80-100,28,1.0,0.9494388693288209,1.0,0.8181818181818182,17,0.9,0.9771688017000408,1.0,True,0.8556035391861949,1.0,0.9090909090909092,9,0.48224414763987544,9,0.8049356770312616,0.7895651081031932,11,0,0.8181818181818182,19,0.6638593519190868,17,2,2,,q60-80,,,,,,q80-100,,,-0.6164201652894541,-0.26172120152048667,-0.3146088120455496,-0.3658610227342629
193,mean_compactness:q60-80  mean_smoothness:q60-80,31,0.8888888888888888,0.9008018866130225,1.0,0.9090909090909091,8,0.9302325581395349,0.9887944139758335,0.9971908632534002,True,0.7748450170097246,0.9523809523809523,0.898989898989899,21,0.7083872584460449,20,0.5175034850830056,0.7739465872591104,22,1,0.9090909090909091,10,0.5490363521193757,9,2,2,,q60-80,,,,,,q60-80,,,-0.23836217575258967,-0.5088295535749509,-0.12417919938881405,-0.3687906360686371
194,mean_compactness:q60-80  mean_smoothness:q40-60,29,1.0,1.0,,1.0,11,1.0,1.0,1.0,True,1.0,1.0,1.0,18,0.8146980318621477,18,0.7150858470818456,,18,0,1.0,11,1.0,11,0,2,,q60-80,,,,,,q40-60,,,-0.4336837010946027,-1.1452211710804958,,
195,mean_compactness:q40-60  mean_smoothness:q20-40,21,1.0,1.0,,1.0,13,1.0,1.0,1.0,True,1.0,1.0,1.0,8,0.6305833524471808,8,0.7529473619994964,,8,0,1.0,13,1.0,13,0,2,,q40-60,,,,,,q20-40,,,-0.42275894429213345,-0.5975242398663189,,
196,mean_compactness:q40-60  mean_smoothness:q60-80,23,1.0,1.0,,1.0,20,1.0,1.0,1.0,True,1.0,1.0,1.0,3,0.2924017738212867,3,0.8315665290169145,,3,0,1.0,20,0.7250000000000006,20,0,2,,q40-60,,,,,,q60-80,,,-0.6955177210598164,-0.29405024235102695,-0.788476373434667,
197,mean_compactness:q40-60  mean_smoothness:q40-60,37,0.8636363636363636,0.8889606592238172,0.980531635915753,0.8666666666666667,19,0.8387096774193549,0.9834240865599164,0.9709441488712534,True,0.7237530950320991,0.8125,0.8651515151515151,16,0.5953973033966279,13,0.6508779027425919,0.7497713943872772,15,3,0.8666666666666667,21,0.5439203878312838,22,2,2,,q40-60,,,,,,q40-60,,,-0.29527253918878393,-0.5041812369738955,-0.3518865248687712,-0.41488784998585676
198,mean_compactness:q00-20  mean_smoothness:q20-40,31,1.0,1.0,1.0,0.5,29,0.6666666666666666,0.987420882906321,1.0,True,0.695221787153807,1.0,0.75,1,0.01257911709367899,1,0.8805551309302788,0.2600090038649865,2,0,0.5,30,0.0,29,1,2,,q00-20,,,,,,q20-40,,,-0.35970502512324837,-0.9685151454568377,-1.0,-0.7296462798262775
199,mean_compactness:q00-20  mean_smoothness:q00-20,64,1.0,1.0,1.0,0.5,62,0.6666666666666666,0.987420882906321,1.0,True,0.7014723744122017,1.0,0.75,1,0.01257911709367899,1,0.9422373655707093,0.2600090038649865,2,0,0.5,63,0.0,62,1,2,,q00-20,,,,,,q00-20,,,-1.4604060065749043,-0.9685151454568377,-1.0,-0.7296462798262775
200,mean_compactness:q80-100  mean_symmetry:q80-100,62,0.875,1.0,1.0,0.9814814814814815,7,0.9814814814814815,0.9995312615960904,0.9968402764687477,True,0.8564814814814815,0.9814814814814815,0.9282407407407407,54,0.9010848404921487,53,0.4734903291248362,0.8044060053241635,54,1,0.9814814814814815,8,0.6079675328119196,8,1,2,,q80-100,,,,,,,q80-100,,-0.823842920977123,-1.0193020828276922,-0.7403993530807915,-0.9580919465711948
201,mean_compactness:q80-100  mean_symmetry:q60-80,28,0.8,1.0,1.0,1.0,4,0.9787234042553191,1.0,0.9949492366205319,True,0.8755950357709131,0.9583333333333334,0.9,24,0.8518148710847749,23,0.28358206388191054,0.7040036015459945,23,1,1.0,4,0.5555555555555556,5,0,2,,q80-100,,,,,,,q60-80,,-0.6034395821390286,-1.1167243826365543,-0.653086316458623,-0.6331057812709416
202,mean_compactness:q20-40  mean_symmetry:q40-60,26,0.9545454545454546,1.0,1.0,0.5,21,0.5714285714285715,0.932414013511457,0.9988498524734183,True,0.5133270023393454,0.6666666666666666,0.7272727272727273,3,0.06758598648854298,2,0.771555602332364,0.44089078528744735,4,1,0.5,23,-0.02345207879911709,22,2,2,,q20-40,,,,,,,q40-60,,-0.6459354617563134,-0.544091470260631,-0.44637879763182187,-0.4386555647589431
203,mean_compactness:q20-40  mean_symmetry:q00-20,29,0.96,1.0,1.0,1.0,24,0.888888888888889,1.0,0.9989878003006777,True,0.8763560920082657,0.8,0.98,5,0.3976353643835142,4,0.796483086077586,0.940800720309199,4,1,1.0,24,0.5895863749801101,25,0,2,,q20-40,,,,,,,q00-20,,-0.3679952471184903,-0.8933650938576333,-1.1131387471505076,-4.142894468017904
204,mean_compactness:q20-40  mean_symmetry:q20-40,30,1.0,1.0,1.0,0.6666666666666666,27,0.8,0.9915962413403874,1.0,True,0.8017837257372732,1.0,0.8333333333333333,2,0.09429932405071303,2,0.8722971323845661,0.5066726692433243,3,0,0.6666666666666666,28,0.0,27,1,2,,q20-40,,,,,,,q20-40,,-0.5458380935096565,-0.5903595235504596,-0.45684730836813847,-0.4971473361621475
205,mean_compactness:q60-80  mean_symmetry:q80-100,22,1.0,1.0,,1.0,12,1.0,1.0,1.0,True,1.0,1.0,1.0,10,0.6915028921812371,10,0.7353515306029488,,10,0,1.0,12,1.0,12,0,2,,q60-80,,,,,,,q80-100,,-0.45434452154743865,-0.4938894711201245,,
206,mean_compactness:q60-80  mean_symmetry:q40-60,35,0.9285714285714286,1.0,1.0,1.0,13,0.9767441860465117,1.0,0.9981932193408724,True,0.9414688716912718,0.9545454545454546,0.9642857142857143,22,0.8389023847809204,21,0.6613155100681788,0.8942870005521409,21,1,1.0,13,0.8090831648309955,14,0,2,,q60-80,,,,,,,q40-60,,-0.4338689656921103,-1.216741683061712,-1.1420971425876365,-1.13046156658293
207,mean_compactness:q60-80  mean_symmetry:q60-80,35,1.0,0.9420904906886041,1.0,0.8695652173913043,12,0.9302325581395349,0.9722484925772068,1.0,True,0.8340576562282991,1.0,0.9347826086956521,20,0.6641108624628791,20,0.7353515306029488,0.8644179566978929,23,0,0.8695652173913043,15,0.6506957455422747,12,3,2,,q60-80,,,,,,,q60-80,,-0.4023055412112175,-0.44697701845074184,-0.2831123602972774,-0.5678475032035696
208,mean_compactness:q40-60  mean_symmetry:q40-60,26,0.8823529411764706,0.9249624617007739,1.0,0.8888888888888888,15,0.8421052631578948,0.9971908632534002,0.9854206831596984,True,0.7541822390332477,0.8,0.8856209150326797,10,0.5175034850830056,8,0.6355908378987497,0.7511326469418762,9,2,0.8888888888888888,16,0.41024302337554674,17,1,2,,q40-60,,,,,,,q40-60,,-0.3812946462763882,-0.4279043028634684,-0.2778368621252819,-0.4801934906106246
209,mean_compactness:q40-60  mean_symmetry:q00-20,23,0.9411764705882353,1.0,1.0,1.0,16,0.923076923076923,1.0,0.9985118256087294,True,0.8981774262781437,0.8571428571428571,0.9705882352941176,7,0.5407418735600996,6,0.7131106033327779,0.912942235748822,6,1,1.0,16,0.6842471934896064,17,0,2,,q40-60,,,,,,,q00-20,,-0.360739653507378,-0.6614459046565481,-0.6867112444411337,-1.42872364588773
210,mean_compactness:q40-60  mean_symmetry:q60-80,22,1.0,1.0,,1.0,18,1.0,1.0,1.0,True,1.0,1.0,1.0,4,0.3976353643835142,4,0.8146980318621477,,4,0,1.0,18,1.0,18,0,2,,q40-60,,,,,,,q60-80,,-0.5636405995859708,-0.34542105826325653,,
211,mean_compactness:q40-60  mean_symmetry:q20-40,32,1.0,1.0,,1.0,21,1.0,1.0,1.0,True,1.0,1.0,1.0,11,0.7150858470818456,11,0.8389023847809204,,11,0,1.0,21,1.0,21,0,2,,q40-60,,,,,,,q20-40,,-0.6483256271897295,-1.22535891489286,,
212,mean_compactness:q00-20  mean_symmetry:q00-20,49,1.0,1.0,1.0,0.5,45,0.6666666666666666,0.932414013511457,1.0,True,0.6918984060216639,1.0,0.75,2,0.06758598648854298,2,0.9212948995931625,0.4671035664809571,4,0,0.5,47,0.0,45,2,2,,q00-20,,,,,,,q00-20,,-0.9596960255697259,-1.0281143966614408,-1.0,-1.0132018971666839
213,mean_compactness:q00-20  mean_symmetry:q20-40,34,1.0,0.0,,0.0,33,,0.975,1.0,True,0.0,,,0,0.0,0,0.8942371899254208,,1,0,0.0,34,0.0,33,1,2,,q00-20,,,,,,,q20-40,,-0.5706871870383522,-0.9556185966226775,,
214,mean_compactness:q80-100  mean_texture:q60-80,26,1.0,1.0,,1.0,1,1.0,1.0,1.0,True,1.0,1.0,1.0,25,0.8628148284692875,25,0.025000000000000022,,25,0,1.0,1,0.0,1,0,2,,q80-100,,,,,,,,q60-80,-0.4454542285582399,-1.0060230393772858,-0.29026058509272135,
215,mean_compactness:q80-100  mean_texture:q80-100,42,1.0,1.0,,1.0,2,1.0,1.0,1.0,True,1.0,1.0,1.0,40,0.9119026971211966,40,0.15811388300839305,,40,0,1.0,2,0.0,2,0,2,,q80-100,,,,,,,,q80-100,-0.5158867263380871,-1.9337831427491041,-0.29026058509272135,
216,mean_compactness:q80-100  mean_texture:q40-60,21,0.8,1.0,1.0,1.0,4,0.9696969696969697,1.0,0.9949492366205319,True,0.8677218312746247,0.9411764705882353,0.9,17,0.7940927857921769,16,0.28358206388191054,0.7040036015459947,16,1,1.0,4,0.5381708776029542,5,0,2,,q80-100,,,,,,,,q40-60,-0.6034395821390286,-0.7056055092863941,-0.6285021256047539,-0.6331057812709422
217,mean_compactness:q20-40  mean_texture:q00-20,30,0.9666666666666667,0.0,,,29,,,0.9991564290733507,True,0.0,0.0,,1,,0,0.8278305443665871,,0,1,,29,0.0,30,0,2,,q20-40,,,,,,,,q00-20,-0.6175825688001081,,,
218,mean_compactness:q20-40  mean_texture:q20-40,27,1.0,1.0,,1.0,26,1.0,1.0,1.0,True,1.0,1.0,1.0,1,0.025000000000000022,1,0.8677253955022459,,1,0,1.0,26,0.0,26,0,2,,q20-40,,,,,,,,q20-40,-0.5269725814686375,-0.5519297838297855,-0.45684730836813847,
219,mean_compactness:q20-40  mean_texture:q40-60,23,0.9545454545454546,1.0,,1.0,21,0.6666666666666666,1.0,0.9988498524734183,True,0.6908492797077574,0.5,0.9772727272727273,2,0.025000000000000022,1,0.771555602332364,,1,1,1.0,21,0.0,22,0,2,,q20-40,,,,,,,,q40-60,-0.4774217521147376,-0.5519297838297855,-0.45684730836813847,
220,mean_compactness:q60-80  mean_texture:q60-80,36,1.0,1.0,1.0,0.9629629629629629,9,0.9811320754716981,0.9990627429080411,1.0,True,0.9309493362512627,1.0,0.9814814814814814,26,0.8102943825869554,26,0.6637328831200571,0.9451858521381469,27,0,0.9629629629629629,10,0.7745966692414833,9,1,2,,q60-80,,,,,,,,q60-80,-0.3166219364515315,-0.8021800691237102,-0.622914323916625,-1.4045630146869337
221,mean_compactness:q60-80  mean_texture:q40-60,22,1.0,1.0,,1.0,12,1.0,1.0,1.0,True,1.0,1.0,1.0,10,0.6915028921812371,10,0.7353515306029488,,10,0,1.0,12,1.0,12,0,2,,q60-80,,,,,,,,q40-60,-0.414381261771058,-0.4938894711201245,,
222,mean_compactness:q40-60  mean_texture:q00-20,27,0.9259259259259259,0.0,,,25,,,0.9908999270576937,True,0.0,0.0,,2,,0,0.7571016531543728,,0,2,,25,0.0,27,0,2,,q40-60,,,,,,,,q00-20,-0.4172459288721532,,,
223,mean_compactness:q40-60  mean_texture:q20-40,24,1.0,1.0,,1.0,20,1.0,1.0,1.0,True,1.0,1.0,1.0,4,0.3976353643835142,4,0.8315665290169145,,4,0,1.0,20,1.0,20,0,2,,q40-60,,,,,,,,q20-40,-0.6200888209218702,-0.5576176250675101,,
224,mean_compactness:q40-60  mean_texture:q60-80,25,1.0,1.0,1.0,0.8333333333333334,13,0.9090909090909091,0.9791374745403382,1.0,True,0.8498365855987975,1.0,0.9166666666666667,10,0.5158622513139235,10,0.7529473619994964,0.806549379265849,12,0,0.8333333333333334,15,0.7116860822323102,13,2,2,,q40-60,,,,,,,,q60-80,-0.42275894429213345,-0.40409435914049024,-0.7520656802605189,-0.5021051412518504
225,mean_compactness:q40-60  mean_texture:q40-60,21,0.9285714285714286,1.0,1.0,1.0,13,0.9333333333333333,1.0,0.9981932193408724,True,0.9013878188659973,0.875,0.9642857142857143,8,0.5903836027749514,7,0.6613155100681788,0.8942870005521409,7,1,1.0,13,0.674199862463242,14,0,2,,q40-60,,,,,,,,q40-60,-0.32017133531412434,-0.5079616717118172,-0.6655337972964154,-0.9188326105238156
226,mean_compactness:q00-20  mean_texture:q00-20,30,1.0,0.0,,,30,,,1.0,True,0.0,,,0,,0,0.8842966917779725,,0,0,,30,0.0,30,0,2,,q00-20,,,,,,,,q00-20,-0.9217666507957233,,,
227,mean_compactness:q00-20  mean_texture:q20-40,30,1.0,0.0,,,30,,,1.0,True,0.0,,,0,,0,0.8842966917779725,,0,0,,30,0.0,30,0,2,,q00-20,,,,,,,,q20-40,-0.5160683279837623,,,
228,mean_compactness:q00-20  mean_texture:q40-60,26,1.0,1.0,1.0,0.5,24,0.6666666666666666,0.987420882906321,1.0,True,0.6928203230275508,1.0,0.75,1,0.01257911709367899,1,0.8575264022774187,0.2600090038649865,2,0,0.5,25,0.0,24,1,2,,q00-20,,,,,,,,q40-60,-0.7697241343484931,-0.9685151454568377,-1.0,-0.7296462798262775
229,mean_concave_points:q80-100  mean_concavity:q80-100,92,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,92,0.9606967122604833,92,,,92,0,1.0,0,0.0,0,0,2,,,q80-100,q80-100,,,,,,,,-1.3088747150358535,,
230,mean_concave_points:q80-100  mean_concavity:q60-80,21,1.0,1.0,,1.0,1,1.0,1.0,1.0,True,1.0,1.0,1.0,20,0.8315665290169145,20,0.025000000000000022,,20,0,1.0,1,0.0,1,0,2,,,q80-100,q60-80,,,,,,,-1.0,-0.7397270701981336,-1.0,
231,mean_concave_points:q60-80  mean_concavity:q60-80,71,0.7857142857142857,0.8915173920314164,0.9742040202819418,0.9298245614035088,11,0.9380530973451328,0.9805495793052909,0.9534207121102133,True,0.6974209988578846,0.9464285714285714,0.8577694235588973,56,0.8299601800415137,53,0.4920243229515283,0.7413348268358524,57,3,0.9298245614035088,15,0.49234883031053844,14,4,2,,,q60-80,q60-80,,,,,,,-0.6675849200336201,-1.1017616791968168,-0.6893566276023327,-0.8111001633310854
232,mean_concave_points:q60-80  mean_concavity:q40-60,24,0.8571428571428571,0.8625462980050672,0.9559251180909623,0.7,12,0.7368421052631577,0.9332604888222655,0.9822054845168084,True,0.5673665146135802,0.7777777777777778,0.7785714285714287,9,0.34754714993999203,7,0.5718708390903011,0.6012177390518947,10,2,0.7,15,0.16255653254796013,14,3,2,,,q60-80,q40-60,,,,,,,-0.8208082054997239,-0.8515463530678887,-0.5499030178836669,-0.6890365031900326
233,mean_concave_points:q40-60  mean_concavity:q20-40,32,0.9642857142857143,1.0,1.0,0.75,27,0.75,0.9936905367902901,0.9990962012443263,True,0.7142857142857143,0.75,0.8571428571428571,4,0.1941204496832434,3,0.8165224024553764,0.6096600313661289,4,1,0.75,28,-0.0127528196334046,28,1,2,,,q40-60,q20-40,,,,,,,-0.3843504608638892,-0.9641586819186878,-0.8210475904099089,-0.9686269410111925
234,mean_concave_points:q40-60  mean_concavity:q40-60,60,0.9811320754716981,1.0,1.0,0.8571428571428571,52,0.8571428571428571,0.9963897031380992,0.9995224195874908,True,0.8382749326145552,0.8571428571428571,0.9191374663072777,7,0.42127680295680187,6,0.8992984732308539,0.7779242652072852,7,1,0.8571428571428571,53,0.5982662640098229,53,1,2,,,q40-60,q40-60,,,,,,,-1.0466891516485524,-0.9770103779746909,-1.300314461318352,-1.2990217696998112
235,mean_concave_points:q20-40  mean_concavity:q20-40,58,1.0,1.0,1.0,0.5,56,0.6666666666666666,0.987420882906321,1.0,True,0.7008766440504625,1.0,0.75,1,0.01257911709367899,1,0.9362499033376375,0.2600090038649865,2,0,0.5,57,0.0,56,1,2,,,q20-40,q20-40,,,,,,,-0.792320895202144,-1.0064314580107703,-1.0263453576693369,-0.8442033522819723
236,mean_concave_points:q20-40  mean_concavity:q40-60,26,0.9583333333333334,0.0,0.5199992496779178,0.0,23,,0.841886116991607,0.99894564755452,True,-0.05773502691896257,0.0,0.4791666666666667,1,0.0,0,0.7887983165429797,0.4383340836554155,2,1,0.0,25,0.0,24,2,2,,,q20-40,q40-60,,,,,,,-0.49644477924965125,-0.992505562115389,,-1.7718953664246568
237,mean_concave_points:q20-40  mean_concavity:q00-20,26,1.0,0.0,,,26,,,1.0,True,0.0,,,0,,0,0.8677253955022459,,0,0,,26,0.0,26,0,2,,,q20-40,q00-20,,,,,,,-0.37506208769520133,,,
238,mean_concave_points:q00-20  mean_concavity:q20-40,24,1.0,0.0,,,24,,,1.0,True,0.0,,,0,,0,0.8575264022774187,,0,0,,24,0.0,24,0,2,,,q00-20,q20-40,,,,,,,-0.3545255715034186,,,
239,mean_concave_points:q00-20  mean_concavity:q00-20,86,1.0,0.0,,,86,,,1.0,True,0.0,,,0,,0,0.9580129846958555,,0,0,,86,0.0,86,0,2,,,q00-20,q00-20,,,,,,,-0.764947341769495,,,
240,mean_concave_points:q80-100  mean_fractal_dimension:q80-100,31,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,31,0.88781125307763,31,,,31,0,1.0,0,0.0,0,0,2,,,q80-100,,q80-100,,,,,,,-1.2460000744922377,,
241,mean_concave_points:q80-100  mean_fractal_dimension:q00-20,21,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,21,0.8389023847809204,21,,,21,0,1.0,0,0.0,0,0,2,,,q80-100,,q00-20,,,,,,,-1.1595102461179863,,
242,mean_concave_points:q80-100  mean_fractal_dimension:q40-60,28,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,28,0.8765638814997305,28,,,28,0,1.0,0,0.0,0,0,2,,,q80-100,,q40-60,,,,,,,-2.0320828975605307,,
243,mean_concave_points:q80-100  mean_fractal_dimension:q60-80,20,1.0,1.0,,1.0,1,1.0,1.0,1.0,True,1.0,1.0,1.0,19,0.823533088192828,19,0.025000000000000022,,19,0,1.0,1,0.0,1,0,2,,,q80-100,,q60-80,,,,,,-1.0,-0.893051114560797,-1.0,
244,mean_concave_points:q60-80  mean_fractal_dimension:q80-100,33,0.8235294117647058,0.8367411308326943,0.9746668395382228,0.875,14,0.8484848484848485,0.9844863961845862,0.9620149319295462,True,0.6985294117647058,0.8235294117647058,0.8492647058823528,17,0.6165237631507436,14,0.5656821271557161,0.7238625722264833,16,3,0.875,16,0.49179193835986545,17,2,2,,,q60-80,,q80-100,,,,,,-0.7988626920759522,-0.4615969966324616,-0.6389150552118368,-0.7549435347518889
245,mean_concave_points:q60-80  mean_fractal_dimension:q00-20,30,0.0,0.0,,0.9310344827586207,0,0.9473684210526316,0.9915360377469982,0.975,True,-0.04962916669854651,0.9642857142857143,0.46551724137931033,28,0.7723381100551658,27,0.0,,29,1,0.9310344827586207,2,-0.09614239309903405,1,2,2,,,q60-80,,q00-20,,,,,,-0.3380518558462446,-0.8135586640645905,6.410781743738713,
