,description,size,specificity,phi_UB,AUC_UB,sensitivity,tn,F1,sensitivity_UB,specificity_UB,ConfusionMatrix,phi,precision,AUC,pp,sensitivity_LB,tp,specificity_LB,AUC_LB,p,fp,recall,pn,phi_LB,n,fn,degree,mean_area,mean_compactness,mean_concave_points,mean_concavity,mean_fractal_dimension,mean_perimeter,mean_radius,mean_smoothness,mean_symmetry,mean_texture,specificity_CI_diff,sensitivity_CI_diff,phi_CI_diff,AUC_CI_diff
350,mean_compactness:q00-20  mean_smoothness:q00-20  mean_symmetry:q00-20,28,1.0,1.0,,1.0,27,1.0,1.0,1.0,True,1.0,1.0,1.0,1,0.025000000000000022,1,0.8722971323845661,,1,0,1.0,27,0.0,27,0,3,,q00-20,,,,,,q00-20,q00-20,,-0.9623157646813031,-1.0127393670834062,-1.0,
351,mean_compactness:q80-100  mean_smoothness:q80-100  mean_texture:q80-100,20,1.0,1.0,,1.0,1,1.0,1.0,1.0,True,1.0,1.0,1.0,19,0.823533088192828,19,0.025000000000000022,,19,0,1.0,1,0.0,1,0,3,,q80-100,,,,,,q80-100,,q80-100,-1.0,-0.9129055048864535,-1.0,
352,mean_compactness:q80-100  mean_symmetry:q80-100  mean_texture:q80-100,25,1.0,1.0,,1.0,1,1.0,1.0,1.0,True,1.0,1.0,1.0,24,0.8575264022774187,24,0.025000000000000022,,24,0,1.0,1,0.0,1,0,3,,q80-100,,,,,,,q80-100,q80-100,-0.8634729405042123,-0.8963265451055127,-1.0,
353,mean_concave_points:q80-100  mean_concavity:q80-100  mean_fractal_dimension:q80-100,30,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,30,0.8842966917779725,30,,,30,0,1.0,0,0.0,0,0,3,,,q80-100,q80-100,q80-100,,,,,,,-1.2238465588160254,,
354,mean_concave_points:q80-100  mean_concavity:q80-100  mean_fractal_dimension:q40-60,23,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,23,0.8518148710847749,23,,,23,0,1.0,0,0.0,0,0,3,,,q80-100,q80-100,q40-60,,,,,,,-0.9614567856136814,,
355,mean_concave_points:q60-80  mean_concavity:q60-80  mean_fractal_dimension:q00-20,21,,0.0,,0.9523809523809523,0,0.975609756097561,0.9987951165516293,,True,0.0,1.0,,20,0.761840090063179,20,,,21,0,0.9523809523809523,1,0.0,0,1,3,,,q60-80,q60-80,q00-20,,,,,,,-0.955696149824032,,
356,mean_concave_points:q00-20  mean_concavity:q00-20  mean_fractal_dimension:q20-40,26,1.0,0.0,,,26,,,1.0,True,0.0,,,0,,0,0.8677253955022459,,0,0,,26,0.0,26,0,3,,,q00-20,q00-20,q20-40,,,,,,-0.8747205002906814,,,
357,mean_concave_points:q80-100  mean_concavity:q80-100  mean_perimeter:q80-100,63,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,63,0.9431276476680218,63,,,63,0,1.0,0,0.0,0,0,3,,,q80-100,q80-100,,q80-100,,,,,,-0.9284483695243549,,
358,mean_concave_points:q80-100  mean_concavity:q80-100  mean_perimeter:q60-80,24,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,24,0.8575264022774187,24,,,24,0,1.0,0,0.0,0,0,3,,,q80-100,q80-100,,q60-80,,,,,,-0.8963265451055127,,
359,mean_concave_points:q60-80  mean_concavity:q60-80  mean_perimeter:q80-100,22,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,22,0.8456274871844254,22,,,22,0,1.0,0,0.0,0,0,3,,,q60-80,q60-80,,q80-100,,,,,,-1.101490264407557,,
360,mean_concave_points:q60-80  mean_concavity:q60-80  mean_perimeter:q60-80,29,0.6,0.8012336167697753,0.9868768915384578,0.875,3,0.8936170212765957,0.9734406850137826,0.9472550494736843,True,0.44293978391414907,0.9130434782608695,0.7375,23,0.6763886418113013,21,0.14663279963467257,0.48812310846154183,24,2,0.875,6,-0.05807802225634636,5,3,3,,,q60-80,q60-80,,q60-80,,,,,-0.7887333217214506,-0.892192514248074,-0.7970983219936365,-0.7743450794102799
361,mean_concave_points:q20-40  mean_concavity:q20-40  mean_perimeter:q20-40,20,1.0,0.0,,,20,,,1.0,True,0.0,,,0,,0,0.8315665290169145,,0,0,,20,0.0,20,0,3,,,q20-40,q20-40,,q20-40,,,,,-0.5633713231767281,,,
362,mean_concave_points:q20-40  mean_concavity:q20-40  mean_perimeter:q40-60,20,1.0,0.0,,0.0,19,,0.975,1.0,True,0.0,,,0,0.0,0,0.823533088192828,,1,0,0.0,20,0.0,19,1,3,,,q20-40,q20-40,,q40-60,,,,,-0.6556657394699476,-1.0,,
363,mean_concave_points:q00-20  mean_concavity:q00-20  mean_perimeter:q20-40,24,1.0,0.0,,,24,,,1.0,True,0.0,,,0,,0,0.8575264022774187,,0,0,,24,0.0,24,0,3,,,q00-20,q00-20,,q20-40,,,,,-0.7642199145658677,,,
364,mean_concave_points:q00-20  mean_concavity:q00-20  mean_perimeter:q00-20,45,1.0,0.0,,,45,,,1.0,True,0.0,,,0,,0,0.9212948995931625,,0,0,,45,0.0,45,0,3,,,q00-20,q00-20,,q00-20,,,,,-0.8701114457554283,,,
365,mean_concave_points:q80-100  mean_concavity:q80-100  mean_radius:q80-100,60,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,60,0.9403705077136653,60,,,60,0,1.0,0,0.0,0,0,3,,,q80-100,q80-100,,,q80-100,,,,,-0.925240719036947,,
366,mean_concave_points:q80-100  mean_concavity:q80-100  mean_radius:q60-80,26,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,26,0.8677253955022459,26,,,26,0,1.0,0,0.0,0,0,3,,,q80-100,q80-100,,,q60-80,,,,,-0.9030068131615488,,
367,mean_concave_points:q60-80  mean_concavity:q60-80  mean_radius:q80-100,24,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,24,0.8575264022774187,24,,,24,0,1.0,0,0.0,0,0,3,,,q60-80,q60-80,,,q80-100,,,,,-1.1934830219531678,,
368,mean_concave_points:q60-80  mean_concavity:q60-80  mean_radius:q60-80,25,0.6,0.7957476742893554,0.9993410882351452,0.9,3,0.9,0.9876514728297041,0.9472550494736843,True,0.5,0.9,0.75,20,0.6830172859809209,18,0.14663279963467257,0.5006589117648548,20,2,0.9,5,0.12509154554592228,5,2,3,,,q60-80,q60-80,,,q60-80,,,,-0.7887333217214506,-0.8798448116138795,-0.8564558302662472,-0.7862956326537782
369,mean_concave_points:q20-40  mean_concavity:q20-40  mean_radius:q20-40,22,1.0,0.0,,,22,,,1.0,True,0.0,,,0,,0,0.8456274871844254,,0,0,,22,0.0,22,0,3,,,q20-40,q20-40,,,q20-40,,,,-0.5992826036744067,,,
370,mean_concave_points:q20-40  mean_concavity:q20-40  mean_radius:q40-60,20,1.0,0.0,,0.0,19,,0.975,1.0,True,0.0,,,0,0.0,0,0.823533088192828,,1,0,0.0,20,0.0,19,1,3,,,q20-40,q20-40,,,q40-60,,,,-0.6768683593230235,-1.0,,
371,mean_concave_points:q00-20  mean_concavity:q00-20  mean_radius:q20-40,21,1.0,0.0,,,21,,,1.0,True,0.0,,,0,,0,0.8389023847809204,,0,0,,21,0.0,21,0,3,,,q00-20,q00-20,,,q20-40,,,,-0.7662194026423447,,,
372,mean_concave_points:q00-20  mean_concavity:q00-20  mean_radius:q00-20,45,1.0,0.0,,,45,,,1.0,True,0.0,,,0,,0,0.9212948995931625,,0,0,,45,0.0,45,0,3,,,q00-20,q00-20,,,q00-20,,,,-0.8865630103875367,,,
373,mean_concave_points:q80-100  mean_concavity:q80-100  mean_smoothness:q80-100,48,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,48,0.9260272146527198,48,,,48,0,1.0,0,0.0,0,0,3,,,q80-100,q80-100,,,,q80-100,,,,-1.291365495889791,,
374,mean_concave_points:q80-100  mean_concavity:q80-100  mean_smoothness:q60-80,29,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,29,0.8805551309302788,29,,,29,0,1.0,0,0.0,0,0,3,,,q80-100,q80-100,,,,q60-80,,,,-0.8854529365580734,,
375,mean_concave_points:q00-20  mean_concavity:q00-20  mean_smoothness:q00-20,49,1.0,0.0,,,49,,,1.0,True,0.0,,,0,,0,0.9274807363356677,,0,0,,49,0.0,49,0,3,,,q00-20,q00-20,,,,q00-20,,,-0.9271267096354926,,,
376,mean_concave_points:q80-100  mean_concavity:q80-100  mean_symmetry:q80-100,42,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,42,0.9159161450596448,42,,,42,0,1.0,0,0.0,0,0,3,,,q80-100,q80-100,,,,,q80-100,,,-1.2662305479098823,,
377,mean_concave_points:q80-100  mean_concavity:q80-100  mean_symmetry:q60-80,23,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,23,0.8518148710847749,23,,,23,0,1.0,0,0.0,0,0,3,,,q80-100,q80-100,,,,,q60-80,,,-0.925768817255573,,
378,mean_concave_points:q60-80  mean_concavity:q60-80  mean_symmetry:q60-80,22,0.75,0.857638142732274,1.0,0.8333333333333334,3,0.8823529411764706,0.9642149168784279,0.9936905367902901,True,0.5051814855409226,0.9375,0.7916666666666666,16,0.5858225086052238,15,0.1941204496832434,0.5311500435009298,18,1,0.8333333333333334,6,0.0,4,3,3,,,q60-80,q60-80,,,,,q60-80,,-0.8881128550939775,-0.8658707118110294,-0.6553113720271211,-0.8145267970429407
379,mean_concave_points:q20-40  mean_concavity:q20-40  mean_symmetry:q20-40,25,1.0,0.0,,,25,,,1.0,True,0.0,,,0,,0,0.8628148284692875,,0,0,,25,0.0,25,0,3,,,q20-40,q20-40,,,,,q20-40,,-0.7099437557855048,,,
380,mean_concave_points:q00-20  mean_concavity:q00-20  mean_symmetry:q00-20,30,1.0,0.0,,,30,,,1.0,True,0.0,,,0,,0,0.8842966917779725,,0,0,,30,0.0,30,0,3,,,q00-20,q00-20,,,,,q00-20,,-0.7614069487948444,,,
381,mean_concave_points:q00-20  mean_concavity:q00-20  mean_symmetry:q20-40,24,1.0,0.0,,,24,,,1.0,True,0.0,,,0,,0,0.8575264022774187,,0,0,,24,0.0,24,0,3,,,q00-20,q00-20,,,,,q20-40,,-0.8383649390415431,,,
382,mean_concave_points:q80-100  mean_concavity:q80-100  mean_texture:q60-80,27,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,27,0.8722971323845661,27,,,27,0,1.0,0,0.0,0,0,3,,,q80-100,q80-100,,,,,,q60-80,,-0.9353342747902813,,
383,mean_concave_points:q80-100  mean_concavity:q80-100  mean_texture:q80-100,36,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,36,0.9026062440854072,36,,,36,0,1.0,0,0.0,0,0,3,,,q80-100,q80-100,,,,,,q80-100,,-0.8834635802472545,,
384,mean_concave_points:q60-80  mean_concavity:q60-80  mean_texture:q60-80,25,1.0,1.0,,0.9166666666666666,1,0.9565217391304348,0.9897436587186352,1.0,True,0.5527707983925666,1.0,0.9583333333333333,22,0.7300271984423964,22,0.025000000000000022,,24,0,0.9166666666666666,3,0.0,1,2,3,,,q60-80,q60-80,,,,,,q60-80,-0.7257417704397059,-0.9239715078022073,-0.5225681446838845,
385,mean_concave_points:q00-20  mean_concavity:q00-20  mean_texture:q00-20,24,1.0,0.0,,,24,,,1.0,True,0.0,,,0,,0,0.8575264022774187,,0,0,,24,0.0,24,0,3,,,q00-20,q00-20,,,,,,q00-20,-0.8383649390415431,,,
386,mean_concave_points:q80-100  mean_fractal_dimension:q00-20  mean_perimeter:q80-100,20,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,20,0.8315665290169145,20,,,20,0,1.0,0,0.0,0,0,3,,,q80-100,,q00-20,q80-100,,,,,,-0.9564465677683354,,
387,mean_concave_points:q80-100  mean_fractal_dimension:q40-60  mean_perimeter:q80-100,24,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,24,0.8575264022774187,24,,,24,0,1.0,0,0.0,0,0,3,,,q80-100,,q40-60,q80-100,,,,,,-0.8663788973773175,,
388,mean_concave_points:q00-20  mean_fractal_dimension:q60-80  mean_perimeter:q00-20,22,1.0,0.0,,,22,,,1.0,True,0.0,,,0,,0,0.8456274871844254,,0,0,,22,0.0,22,0,3,,,q00-20,,q60-80,q00-20,,,,,-1.0,,,
389,mean_concave_points:q80-100  mean_fractal_dimension:q00-20  mean_radius:q80-100,20,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,20,0.8315665290169145,20,,,20,0,1.0,0,0.0,0,0,3,,,q80-100,,q00-20,,q80-100,,,,,-0.9564465677683354,,
390,mean_concave_points:q80-100  mean_fractal_dimension:q40-60  mean_radius:q80-100,23,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,23,0.8518148710847749,23,,,23,0,1.0,0,0.0,0,0,3,,,q80-100,,q40-60,,q80-100,,,,,-0.8329858697959213,,
391,mean_concave_points:q60-80  mean_fractal_dimension:q00-20  mean_radius:q80-100,20,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,20,0.8315665290169145,20,,,20,0,1.0,0,0.0,0,0,3,,,q60-80,,q00-20,,q80-100,,,,,-1.3516428095678,,
392,mean_concave_points:q00-20  mean_fractal_dimension:q60-80  mean_radius:q00-20,22,1.0,0.0,,,22,,,1.0,True,0.0,,,0,,0,0.8456274871844254,,0,0,,22,0.0,22,0,3,,,q00-20,,q60-80,,q00-20,,,,-1.0,,,
393,mean_concave_points:q80-100  mean_fractal_dimension:q80-100  mean_smoothness:q80-100,23,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,23,0.8518148710847749,23,,,23,0,1.0,0,0.0,0,0,3,,,q80-100,,q80-100,,,q80-100,,,,-1.1977624991606968,,
394,mean_concave_points:q60-80  mean_fractal_dimension:q80-100  mean_smoothness:q80-100,20,0.8333333333333334,0.9294364270401189,1.0,0.8571428571428571,5,0.888888888888889,0.9822054845168084,0.9957892554855104,True,0.6633880657639324,0.9230769230769231,0.8452380952380952,13,0.5718708390903011,12,0.3587654210025136,0.6562338128402084,14,1,0.8571428571428571,7,0.18117239963692153,6,2,3,,,q60-80,,q80-100,,,q80-100,,,-0.6751821596736105,-0.9211750457741729,-0.5848797652334975,-0.8032710548264619
395,mean_concave_points:q00-20  mean_fractal_dimension:q00-20  mean_smoothness:q00-20,22,1.0,0.0,,,22,,,1.0,True,0.0,,,0,,0,0.8456274871844254,,0,0,,22,0.0,22,0,3,,,q00-20,,q00-20,,,q00-20,,,-1.1222514825587986,,,
396,mean_concave_points:q80-100  mean_fractal_dimension:q80-100  mean_symmetry:q80-100,23,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,23,0.8518148710847749,23,,,23,0,1.0,0,0.0,0,0,3,,,q80-100,,q80-100,,,,q80-100,,,-0.9555823627360589,,
397,mean_concave_points:q60-80  mean_fractal_dimension:q80-100  mean_symmetry:q80-100,21,0.875,1.0,1.0,0.9230769230769231,7,0.9230769230769231,0.9980543715026514,0.9968402764687477,True,0.7980769230769231,0.9230769230769231,0.8990384615384616,13,0.6397025647321225,12,0.4734903291248362,0.7552040779235003,13,1,0.9230769230769231,8,0.5606193519582825,8,1,3,,,q60-80,,q80-100,,,,q80-100,,-0.823842920977123,-1.064681693083304,-1.1566464383562978,-1.1280311593067414
398,mean_concave_points:q80-100  mean_perimeter:q80-100  mean_radius:q80-100,77,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,77,0.9532219318395959,77,,,77,0,1.0,0,0.0,0,0,3,,,q80-100,,,q80-100,q80-100,,,,,-1.0,,
399,mean_concave_points:q80-100  mean_perimeter:q60-80  mean_radius:q60-80,27,1.0,1.0,,1.0,1,1.0,1.0,1.0,True,1.0,1.0,1.0,26,0.8677253955022459,26,0.025000000000000022,,26,0,1.0,1,0.0,1,0,3,,,q80-100,,,q60-80,q60-80,,,,-1.0,-1.3077213850762854,-1.0,
400,mean_concave_points:q60-80  mean_perimeter:q80-100  mean_radius:q80-100,30,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,30,0.8842966917779725,30,,,30,0,1.0,0,0.0,0,0,3,,,q60-80,,,q80-100,q80-100,,,,,-1.0,,
401,mean_concave_points:q60-80  mean_perimeter:q60-80  mean_radius:q60-80,42,0.6153846153846154,0.7377842810408028,0.9047068687282713,0.896551724137931,8,0.8666666666666666,0.9781362631701468,0.8614206611098402,True,0.5382814881567385,0.8387096774193549,0.7559681697612732,31,0.7264848021076974,26,0.31577760291405943,0.6072294707942751,29,5,0.896551724137931,11,0.34589120708320187,13,3,3,,,q60-80,,,q60-80,q60-80,,,,-1.0,-1.00392721443333,-1.5859084304092386,-1.0220524889092408
402,mean_concave_points:q40-60  mean_perimeter:q20-40  mean_radius:q20-40,31,1.0,1.0,1.0,0.5,29,0.6666666666666666,0.987420882906321,1.0,True,0.695221787153807,1.0,0.75,1,0.01257911709367899,1,0.8805551309302788,0.2600090038649865,2,0,0.5,30,0.0,29,1,3,,,q40-60,,,q20-40,q20-40,,,,-0.9686754158899054,-1.0,-1.0,-1.0
403,mean_concave_points:q40-60  mean_perimeter:q40-60  mean_radius:q40-60,34,1.0,1.0,1.0,0.6666666666666666,31,0.8,0.9915962413403874,1.0,True,0.8036375634160796,1.0,0.8333333333333333,2,0.09429932405071303,2,0.88781125307763,0.5066726692433243,3,0,0.6666666666666666,32,0.0,31,1,3,,,q40-60,,,q40-60,q40-60,,,,-0.9705176647955979,-1.0,-1.0,-1.0
404,mean_concave_points:q40-60  mean_perimeter:q60-80  mean_radius:q60-80,28,0.9523809523809523,1.0,1.0,0.8571428571428571,20,0.8571428571428571,0.9963897031380992,0.9987951165516293,True,0.8095238095238095,0.8571428571428571,0.9047619047619048,7,0.42127680295680187,6,0.761840090063179,0.7571916589751044,7,1,0.8571428571428571,21,0.54721670974853,21,1,3,,,q40-60,,,q60-80,q60-80,,,,-1.2905655281866104,-1.0,-1.176281888330835,-0.9928369736322188
405,mean_concave_points:q20-40  mean_perimeter:q20-40  mean_radius:q20-40,40,1.0,0.0,,,40,,,1.0,True,0.0,,,0,,0,0.9119026971211966,,0,0,,40,0.0,40,0,3,,,q20-40,,,q20-40,q20-40,,,,-0.9766909256280525,,,
406,mean_concave_points:q20-40  mean_perimeter:q40-60  mean_radius:q40-60,30,1.0,0.0,,0.0,29,,0.975,1.0,True,0.0,,,0,0.0,0,0.8805551309302788,,1,0,0.0,30,0.0,29,1,3,,,q20-40,,,q40-60,q40-60,,,,-1.0,-1.0,,
407,mean_concave_points:q20-40  mean_perimeter:q00-20  mean_radius:q00-20,29,1.0,0.0,,,29,,,1.0,True,0.0,,,0,,0,0.8805551309302788,,0,0,,29,0.0,29,0,3,,,q20-40,,,q00-20,q00-20,,,,-0.9686754158899054,,,
408,mean_concave_points:q00-20  mean_perimeter:q20-40  mean_radius:q20-40,28,1.0,0.0,,,28,,,1.0,True,0.0,,,0,,0,0.8765638814997305,,0,0,,28,0.0,28,0,3,,,q00-20,,,q20-40,q20-40,,,,-1.0,,,
409,mean_concave_points:q00-20  mean_perimeter:q00-20  mean_radius:q00-20,61,1.0,0.0,,,61,,,1.0,True,0.0,,,0,,0,0.9413187760677074,,0,0,,61,0.0,61,0,3,,,q00-20,,,q00-20,q00-20,,,,-1.0,,,
410,mean_concave_points:q80-100  mean_perimeter:q80-100  mean_smoothness:q80-100,29,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,29,0.8805551309302788,29,,,29,0,1.0,0,0.0,0,0,3,,,q80-100,,,q80-100,,q80-100,,,,-0.9686754158899054,,
411,mean_concave_points:q80-100  mean_perimeter:q80-100  mean_smoothness:q60-80,27,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,27,0.8722971323845661,27,,,27,0,1.0,0,0.0,0,0,3,,,q80-100,,,q80-100,,q60-80,,,,-0.8526132788758434,,
412,mean_concave_points:q00-20  mean_perimeter:q00-20  mean_smoothness:q00-20,22,1.0,0.0,,,22,,,1.0,True,0.0,,,0,,0,0.8456274871844254,,0,0,,22,0.0,22,0,3,,,q00-20,,,q00-20,,q00-20,,,-0.8568533483404496,,,
413,mean_concave_points:q80-100  mean_perimeter:q80-100  mean_symmetry:q80-100,29,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,29,0.8805551309302788,29,,,29,0,1.0,0,0.0,0,0,3,,,q80-100,,,q80-100,,,q80-100,,,-0.8854529365580734,,
414,mean_concave_points:q80-100  mean_perimeter:q80-100  mean_symmetry:q40-60,24,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,24,0.8575264022774187,24,,,24,0,1.0,0,0.0,0,0,3,,,q80-100,,,q80-100,,,q40-60,,,-0.8963265451055127,,
415,mean_concave_points:q80-100  mean_perimeter:q80-100  mean_texture:q60-80,24,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,24,0.8575264022774187,24,,,24,0,1.0,0,0.0,0,0,3,,,q80-100,,,q80-100,,,,q60-80,,-0.7216630021459522,,
416,mean_concave_points:q80-100  mean_perimeter:q80-100  mean_texture:q80-100,30,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,30,0.8842966917779725,30,,,30,0,1.0,0,0.0,0,0,3,,,q80-100,,,q80-100,,,,q80-100,,-0.7614069487948444,,
417,mean_concave_points:q00-20  mean_perimeter:q00-20  mean_texture:q00-20,20,1.0,0.0,,,20,,,1.0,True,0.0,,,0,,0,0.8315665290169145,,0,0,,20,0.0,20,0,3,,,q00-20,,,q00-20,,,,q00-20,-0.7091516215427048,,,
418,mean_concave_points:q80-100  mean_radius:q80-100  mean_smoothness:q80-100,26,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,26,0.8677253955022459,26,,,26,0,1.0,0,0.0,0,0,3,,,q80-100,,,,q80-100,q80-100,,,,-0.9654375312655138,,
419,mean_concave_points:q80-100  mean_radius:q80-100  mean_smoothness:q60-80,27,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,27,0.8722971323845661,27,,,27,0,1.0,0,0.0,0,0,3,,,q80-100,,,,q80-100,q60-80,,,,-0.8526132788758434,,
420,mean_concave_points:q00-20  mean_radius:q00-20  mean_smoothness:q00-20,22,1.0,0.0,,,22,,,1.0,True,0.0,,,0,,0,0.8456274871844254,,0,0,,22,0.0,22,0,3,,,q00-20,,,,q00-20,q00-20,,,-0.7995990753077644,,,
421,mean_concave_points:q80-100  mean_radius:q80-100  mean_symmetry:q80-100,27,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,27,0.8722971323845661,27,,,27,0,1.0,0,0.0,0,0,3,,,q80-100,,,,q80-100,,q80-100,,,-0.8785139207697095,,
422,mean_concave_points:q80-100  mean_radius:q80-100  mean_symmetry:q40-60,23,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,23,0.8518148710847749,23,,,23,0,1.0,0,0.0,0,0,3,,,q80-100,,,,q80-100,,q40-60,,,-0.8617792389173626,,
423,mean_concave_points:q80-100  mean_radius:q80-100  mean_texture:q60-80,23,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,23,0.8518148710847749,23,,,23,0,1.0,0,0.0,0,0,3,,,q80-100,,,,q80-100,,,q60-80,,-0.6938477903395665,,
424,mean_concave_points:q80-100  mean_radius:q80-100  mean_texture:q80-100,29,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,29,0.8805551309302788,29,,,29,0,1.0,0,0.0,0,0,3,,,q80-100,,,,q80-100,,,q80-100,,-0.7203644406341865,,
425,mean_concave_points:q00-20  mean_radius:q00-20  mean_texture:q00-20,20,1.0,0.0,,,20,,,1.0,True,0.0,,,0,,0,0.8315665290169145,,0,0,,20,0.0,20,0,3,,,q00-20,,,,q00-20,,,q00-20,-0.7091516215427048,,,
426,mean_concave_points:q80-100  mean_smoothness:q80-100  mean_symmetry:q80-100,28,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,28,0.8765638814997305,28,,,28,0,1.0,0,0.0,0,0,3,,,q80-100,,,,,q80-100,q80-100,,,-1.0180047679862707,,
427,mean_concave_points:q00-20  mean_smoothness:q00-20  mean_symmetry:q00-20,25,1.0,0.0,,,25,,,1.0,True,0.0,,,0,,0,0.8628148284692875,,0,0,,25,0.0,25,0,3,,,q00-20,,,,,q00-20,q00-20,,-0.8958000440581818,,,
428,mean_concave_points:q80-100  mean_symmetry:q80-100  mean_texture:q80-100,21,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,21,0.8389023847809204,21,,,21,0,1.0,0,0.0,0,0,3,,,q80-100,,,,,,q80-100,q80-100,,-0.7927048916383302,,
429,mean_concavity:q80-100  mean_fractal_dimension:q40-60  mean_perimeter:q80-100,21,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,21,0.8389023847809204,21,,,21,0,1.0,0,0.0,0,0,3,,,,q80-100,q40-60,q80-100,,,,,,-0.8843929658972841,,
430,mean_concavity:q60-80  mean_fractal_dimension:q00-20  mean_perimeter:q80-100,25,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,25,0.8628148284692875,25,,,25,0,1.0,0,0.0,0,0,3,,,,q60-80,q00-20,q80-100,,,,,,-1.2174866595755431,,
431,mean_concavity:q80-100  mean_fractal_dimension:q40-60  mean_radius:q80-100,20,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,20,0.8315665290169145,20,,,20,0,1.0,0,0.0,0,0,3,,,,q80-100,q40-60,,q80-100,,,,,-0.8458746167909159,,
432,mean_concavity:q60-80  mean_fractal_dimension:q00-20  mean_radius:q80-100,26,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,26,0.8677253955022459,26,,,26,0,1.0,0,0.0,0,0,3,,,,q60-80,q00-20,,q80-100,,,,,-1.2626846768085478,,
433,mean_concavity:q80-100  mean_fractal_dimension:q80-100  mean_smoothness:q80-100,30,,0.0,,0.9666666666666667,0,0.983050847457627,0.9991564290733507,,True,0.0,1.0,,29,0.8278305443665871,29,,,30,0,0.9666666666666667,1,0.0,0,1,3,,,,q80-100,q80-100,,,q80-100,,,,-1.0310585567595032,,
434,mean_concavity:q00-20  mean_fractal_dimension:q00-20  mean_smoothness:q00-20,21,1.0,0.0,,,21,,,1.0,True,0.0,,,0,,0,0.8389023847809204,,0,0,,21,0.0,21,0,3,,,,q00-20,q00-20,,,q00-20,,,-1.0754025200063142,,,
435,mean_concavity:q80-100  mean_fractal_dimension:q80-100  mean_symmetry:q80-100,35,1.0,1.0,1.0,0.9655172413793104,6,0.9824561403508771,0.9991273531164029,1.0,True,0.909717652294684,1.0,0.9827586206896552,28,0.8223557045115856,28,0.5407418735600996,0.9489661381975854,29,0,0.9655172413793104,7,0.7093250905092913,6,1,3,,,,q80-100,q80-100,,,,q80-100,,-1.2601261985920051,-0.7961143647088552,-1.545776626009904,-4.456314107847214
436,mean_concavity:q80-100  mean_perimeter:q80-100  mean_radius:q80-100,65,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,65,0.9448283656811836,65,,,65,0,1.0,0,0.0,0,0,3,,,,q80-100,,q80-100,q80-100,,,,,-1.0,,
437,mean_concavity:q80-100  mean_perimeter:q60-80  mean_radius:q60-80,28,0.0,0.0,,1.0,0,0.9818181818181818,1.0,0.975,True,0.0,0.9642857142857143,,28,0.8722971323845661,27,0.0,,27,1,1.0,0,0.0,1,0,3,,,,q80-100,,q60-80,q60-80,,,,-1.0,-1.3545375466832117,,
438,mean_concavity:q60-80  mean_perimeter:q80-100  mean_radius:q80-100,39,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,39,0.9097488990396657,39,,,39,0,1.0,0,0.0,0,0,3,,,,q60-80,,q80-100,q80-100,,,,,-1.0,,
