,description,size,kolmogorov_smirnoff_confidence_score_statistic,kolmogorov_smirnoff_malignancy_score_statistic,kolmogorov_smirnoff_outlier_score_statistic,mean_area,mean_compactness,mean_concave_points,mean_concavity,mean_fractal_dimension,mean_perimeter,mean_radius,mean_smoothness,mean_symmetry,mean_texture,worst_area,worst_compactness,worst_concave_points,worst_concavity,worst_fractal_dimension,worst_perimeter,worst_radius,worst_smoothness,worst_symmetry,worst_texture
137,mean_area:q60-80  mean_concave_points:q60-80  mean_radius:q60-80,42,0.3841149362970995,-0.5673624288425048,-0.5673624288425048,q60-80,,q60-80,,,,q60-80,,,,,,,,,,,,,
138,mean_area:q60-80  mean_concave_points:q40-60  mean_radius:q60-80,28,0.7067599683126485,-0.46950092421441775,-0.46950092421441775,q60-80,,q40-60,,,,q60-80,,,,,,,,,,,,,
139,mean_area:q80-100  mean_concave_points:q80-100  mean_smoothness:q80-100,26,-0.47598810029749256,-0.7550644567219152,-0.7550644567219152,q80-100,,q80-100,,,,,q80-100,,,,,,,,,,,,
140,mean_area:q80-100  mean_concave_points:q80-100  mean_smoothness:q60-80,27,-0.45530955309553095,-0.8004646713133798,-0.8004646713133798,q80-100,,q80-100,,,,,q60-80,,,,,,,,,,,,
141,mean_area:q00-20  mean_concave_points:q00-20  mean_smoothness:q00-20,22,-0.3217550274223035,0.56672760511883,0.56672760511883,q00-20,,q00-20,,,,,q00-20,,,,,,,,,,,,
142,mean_area:q80-100  mean_concave_points:q80-100  mean_symmetry:q80-100,26,-0.4096897577560561,-0.7550644567219152,-0.7550644567219152,q80-100,,q80-100,,,,,,q80-100,,,,,,,,,,,
143,mean_area:q80-100  mean_concave_points:q80-100  mean_symmetry:q40-60,24,-0.3617737003058104,-0.7625382262996941,-0.7625382262996941,q80-100,,q80-100,,,,,,q40-60,,,,,,,,,,,
144,mean_area:q80-100  mean_concave_points:q80-100  mean_texture:q60-80,24,-0.513302752293578,-0.8733944954128441,-0.8733944954128441,q80-100,,q80-100,,,,,,,q60-80,,,,,,,,,,
145,mean_area:q80-100  mean_concave_points:q80-100  mean_texture:q80-100,28,-0.42705307631370476,-0.8071692632690785,-0.8071692632690785,q80-100,,q80-100,,,,,,,q80-100,,,,,,,,,,
146,mean_area:q80-100  mean_concave_points:q80-100  worst_area:q80-100,77,-0.434827367754197,-0.8237250554323725,-0.8237250554323725,q80-100,,q80-100,,,,,,,,q80-100,,,,,,,,,
147,mean_area:q80-100  mean_concave_points:q60-80  worst_area:q80-100,25,-0.2438970588235294,-0.74125,-0.74125,q80-100,,q60-80,,,,,,,,q80-100,,,,,,,,,
148,mean_area:q00-20  mean_concave_points:q20-40  worst_area:q00-20,28,-0.24240823871138104,0.46395563770794823,0.46395563770794823,q00-20,,q20-40,,,,,,,,q00-20,,,,,,,,,
149,mean_area:q00-20  mean_concave_points:q00-20  worst_area:q00-20,56,-0.2836605402394876,0.5750487329434698,0.5750487329434698,q00-20,,q00-20,,,,,,,,q00-20,,,,,,,,,
150,mean_area:q20-40  mean_concave_points:q40-60  worst_area:q20-40,25,-0.30463235294117647,0.5077941176470588,0.5077941176470588,q20-40,,q40-60,,,,,,,,q20-40,,,,,,,,,
151,mean_area:q20-40  mean_concave_points:q20-40  worst_area:q20-40,31,-0.25920374145581004,0.4900467681976256,0.4900467681976256,q20-40,,q20-40,,,,,,,,q20-40,,,,,,,,,
152,mean_area:q20-40  mean_concave_points:q00-20  worst_area:q20-40,26,-0.3756906077348066,0.5340699815837937,0.5340699815837937,q20-40,,q00-20,,,,,,,,q20-40,,,,,,,,,
153,mean_area:q40-60  mean_concave_points:q40-60  worst_area:q40-60,24,0.31330275229357796,0.4036697247706422,0.4036697247706422,q40-60,,q40-60,,,,,,,,q40-60,,,,,,,,,
154,mean_area:q40-60  mean_concave_points:q20-40  worst_area:q40-60,25,-0.25227941176470586,0.5183823529411765,0.5183823529411765,q40-60,,q20-40,,,,,,,,q40-60,,,,,,,,,
155,mean_area:q60-80  mean_concave_points:q80-100  worst_area:q60-80,21,0.3500173792144595,-0.7244525547445255,-0.7244525547445255,q60-80,,q80-100,,,,,,,,q60-80,,,,,,,,,
156,mean_area:q60-80  mean_concave_points:q60-80  worst_area:q60-80,32,0.3612662942271881,-0.607483705772812,-0.607483705772812,q60-80,,q60-80,,,,,,,,q60-80,,,,,,,,,
157,mean_area:q60-80  mean_concave_points:q40-60  worst_area:q60-80,24,0.6891437308868501,-0.4941131498470948,-0.4941131498470948,q60-80,,q40-60,,,,,,,,q60-80,,,,,,,,,
158,mean_area:q80-100  mean_concave_points:q80-100  worst_compactness:q80-100,35,-0.4587479935794542,-0.8061530230069556,-0.8061530230069556,q80-100,,q80-100,,,,,,,,,q80-100,,,,,,,,
159,mean_area:q80-100  mean_concave_points:q80-100  worst_compactness:q60-80,30,-0.4662337662337662,-0.8126777983920841,-0.8126777983920841,q80-100,,q80-100,,,,,,,,,q60-80,,,,,,,,
160,mean_area:q00-20  mean_concave_points:q00-20  worst_compactness:q00-20,41,-0.30704915003695493,0.5968218773096822,0.5968218773096822,q00-20,,q00-20,,,,,,,,,q00-20,,,,,,,,
161,mean_area:q60-80  mean_concave_points:q80-100  worst_compactness:q80-100,23,-0.20839305621914317,-0.7472527472527473,-0.7472527472527473,q60-80,,q80-100,,,,,,,,,q80-100,,,,,,,,
162,mean_area:q80-100  mean_concave_points:q80-100  worst_concave_points:q80-100,56,-0.48544973544973546,-0.8314188248398775,-0.8314188248398775,q80-100,,q80-100,,,,,,,,,,q80-100,,,,,,,
163,mean_area:q80-100  mean_concave_points:q80-100  worst_concave_points:q60-80,20,-0.25373406193078324,-0.7340619307832422,-0.7340619307832422,q80-100,,q80-100,,,,,,,,,,q60-80,,,,,,,
164,mean_area:q00-20  mean_concave_points:q00-20  worst_concave_points:q00-20,51,-0.2966916496328261,0.5920584449996215,0.5920584449996215,q00-20,,q00-20,,,,,,,,,,q00-20,,,,,,,
165,mean_area:q20-40  mean_concave_points:q20-40  worst_concave_points:q20-40,24,-0.28814984709480124,0.5412844036697247,0.5412844036697247,q20-40,,q20-40,,,,,,,,,,q20-40,,,,,,,
166,mean_area:q20-40  mean_concave_points:q00-20  worst_concave_points:q00-20,23,-0.37362637362637363,0.5490523968784838,0.5490523968784838,q20-40,,q00-20,,,,,,,,,,q00-20,,,,,,,
167,mean_area:q40-60  mean_concave_points:q20-40  worst_concave_points:q20-40,20,-0.1493624772313297,0.5027322404371585,0.5027322404371585,q40-60,,q20-40,,,,,,,,,,q20-40,,,,,,,
168,mean_area:q60-80  mean_concave_points:q80-100  worst_concave_points:q80-100,23,-0.21755056537665232,-0.7271062271062271,-0.7271062271062271,q60-80,,q80-100,,,,,,,,,,q80-100,,,,,,,
169,mean_area:q60-80  mean_concave_points:q60-80  worst_concave_points:q60-80,25,0.4351470588235294,-0.5813235294117647,-0.5813235294117647,q60-80,,q60-80,,,,,,,,,,q60-80,,,,,,,
170,mean_area:q80-100  mean_concave_points:q80-100  worst_concavity:q80-100,41,-0.48198447893569846,-0.850609756097561,-0.850609756097561,q80-100,,q80-100,,,,,,,,,,,q80-100,,,,,,
171,mean_area:q80-100  mean_concave_points:q80-100  worst_concavity:q60-80,32,-0.34549581005586594,-0.7508729050279329,-0.7508729050279329,q80-100,,q80-100,,,,,,,,,,,q60-80,,,,,,
172,mean_area:q00-20  mean_concave_points:q00-20  worst_concavity:q00-20,41,-0.3378141167775314,0.5968218773096822,0.5968218773096822,q00-20,,q00-20,,,,,,,,,,,q00-20,,,,,,
173,mean_area:q60-80  mean_concave_points:q80-100  worst_concavity:q80-100,25,-0.17823529411764705,-0.7297794117647058,-0.7297794117647058,q60-80,,q80-100,,,,,,,,,,,q80-100,,,,,,
174,mean_area:q80-100  mean_concave_points:q80-100  worst_fractal_dimension:q80-100,20,-0.3711293260473588,-0.7468123861566485,-0.7468123861566485,q80-100,,q80-100,,,,,,,,,,,,q80-100,,,,,
175,mean_area:q80-100  mean_concave_points:q80-100  worst_fractal_dimension:q60-80,24,-0.48180428134556574,-0.7950305810397553,-0.7950305810397553,q80-100,,q80-100,,,,,,,,,,,,q60-80,,,,,
176,mean_area:q80-100  mean_concave_points:q80-100  worst_perimeter:q80-100,76,-0.4313814455001601,-0.8206736415074196,-0.8206736415074196,q80-100,,q80-100,,,,,,,,,,,,,q80-100,,,,
177,mean_area:q80-100  mean_concave_points:q60-80  worst_perimeter:q80-100,25,-0.22742647058823529,-0.735735294117647,-0.735735294117647,q80-100,,q60-80,,,,,,,,,,,,,q80-100,,,,
178,mean_area:q00-20  mean_concave_points:q20-40  worst_perimeter:q00-20,28,-0.24240823871138104,0.46395563770794823,0.46395563770794823,q00-20,,q20-40,,,,,,,,,,,,,q00-20,,,,
179,mean_area:q00-20  mean_concave_points:q00-20  worst_perimeter:q00-20,57,-0.2852590460526316,0.576171875,0.576171875,q00-20,,q00-20,,,,,,,,,,,,,q00-20,,,,
180,mean_area:q20-40  mean_concave_points:q40-60  worst_perimeter:q20-40,23,-0.24733237776716038,0.4945054945054945,0.4945054945054945,q20-40,,q40-60,,,,,,,,,,,,,q20-40,,,,
181,mean_area:q20-40  mean_concave_points:q20-40  worst_perimeter:q20-40,35,-0.24558587479935795,0.49063670411985016,0.49063670411985016,q20-40,,q20-40,,,,,,,,,,,,,q20-40,,,,
182,mean_area:q20-40  mean_concave_points:q00-20  worst_perimeter:q20-40,23,-0.37362637362637363,0.5311355311355311,0.5311355311355311,q20-40,,q00-20,,,,,,,,,,,,,q20-40,,,,
183,mean_area:q40-60  mean_concave_points:q40-60  worst_perimeter:q40-60,25,0.32433823529411765,0.42830882352941174,0.42830882352941174,q40-60,,q40-60,,,,,,,,,,,,,q40-60,,,,
184,mean_area:q40-60  mean_concave_points:q20-40  worst_perimeter:q40-60,25,-0.16308823529411764,0.4742647058823529,0.4742647058823529,q40-60,,q20-40,,,,,,,,,,,,,q40-60,,,,
185,mean_area:q60-80  mean_concave_points:q80-100  worst_perimeter:q60-80,21,0.34071949947862357,-0.6750086896072297,-0.6750086896072297,q60-80,,q80-100,,,,,,,,,,,,,q60-80,,,,
186,mean_area:q60-80  mean_concave_points:q60-80  worst_perimeter:q60-80,34,0.3972512369433755,-0.6429906542056075,-0.6429906542056075,q60-80,,q60-80,,,,,,,,,,,,,q60-80,,,,
187,mean_area:q60-80  mean_concave_points:q40-60  worst_perimeter:q60-80,23,0.7294155120242076,-0.5567765567765568,-0.5567765567765568,q60-80,,q40-60,,,,,,,,,,,,,q60-80,,,,
188,mean_area:q80-100  mean_concave_points:q80-100  worst_radius:q80-100,77,-0.434827367754197,-0.8237250554323725,-0.8237250554323725,q80-100,,q80-100,,,,,,,,,,,,,,q80-100,,,
189,mean_area:q80-100  mean_concave_points:q60-80  worst_radius:q80-100,27,-0.2005603389367227,-0.7343173431734318,-0.7343173431734318,q80-100,,q60-80,,,,,,,,,,,,,,q80-100,,,
190,mean_area:q00-20  mean_concave_points:q20-40  worst_radius:q00-20,29,-0.22209450830140484,0.4648148148148148,0.4648148148148148,q00-20,,q20-40,,,,,,,,,,,,,,q00-20,,,
191,mean_area:q00-20  mean_concave_points:q00-20  worst_radius:q00-20,56,-0.2836605402394876,0.5750487329434698,0.5750487329434698,q00-20,,q00-20,,,,,,,,,,,,,,q00-20,,,
192,mean_area:q20-40  mean_concave_points:q40-60  worst_radius:q20-40,26,-0.3100297492562686,0.5103414081314633,0.5103414081314633,q20-40,,q40-60,,,,,,,,,,,,,,q20-40,,,
193,mean_area:q20-40  mean_concave_points:q20-40  worst_radius:q20-40,32,-0.2703677839851024,0.4920274674115456,0.4920274674115456,q20-40,,q20-40,,,,,,,,,,,,,,q20-40,,,
194,mean_area:q20-40  mean_concave_points:q00-20  worst_radius:q20-40,25,-0.375,0.5330882352941176,0.5330882352941176,q20-40,,q00-20,,,,,,,,,,,,,,q20-40,,,
195,mean_area:q40-60  mean_concave_points:q40-60  worst_radius:q40-60,25,0.32433823529411765,0.40441176470588236,0.40441176470588236,q40-60,,q40-60,,,,,,,,,,,,,,q40-60,,,
196,mean_area:q40-60  mean_concave_points:q20-40  worst_radius:q40-60,25,-0.24676470588235294,0.5183823529411765,0.5183823529411765,q40-60,,q20-40,,,,,,,,,,,,,,q40-60,,,
197,mean_area:q60-80  mean_concave_points:q80-100  worst_radius:q60-80,24,0.27737003058103976,-0.6849388379204893,-0.6849388379204893,q60-80,,q80-100,,,,,,,,,,,,,,q60-80,,,
198,mean_area:q60-80  mean_concave_points:q60-80  worst_radius:q60-80,32,0.3612662942271881,-0.607483705772812,-0.607483705772812,q60-80,,q60-80,,,,,,,,,,,,,,q60-80,,,
199,mean_area:q60-80  mean_concave_points:q40-60  worst_radius:q60-80,25,0.6938970588235294,-0.46691176470588236,-0.46691176470588236,q60-80,,q40-60,,,,,,,,,,,,,,q60-80,,,
200,mean_area:q80-100  mean_concave_points:q80-100  worst_smoothness:q80-100,23,-0.4977703455964326,-0.8154960981047937,-0.8154960981047937,q80-100,,q80-100,,,,,,,,,,,,,,,q80-100,,
201,mean_area:q80-100  mean_concave_points:q80-100  worst_smoothness:q60-80,24,-0.5568042813455657,-0.8385321100917431,-0.8385321100917431,q80-100,,q80-100,,,,,,,,,,,,,,,q60-80,,
202,mean_area:q00-20  mean_concave_points:q00-20  worst_smoothness:q00-20,20,-0.3205828779599271,0.5646630236794171,0.5646630236794171,q00-20,,q00-20,,,,,,,,,,,,,,,q00-20,,
203,mean_area:q60-80  mean_concave_points:q80-100  worst_smoothness:q80-100,20,-0.24790528233151185,-0.7231329690346083,-0.7231329690346083,q60-80,,q80-100,,,,,,,,,,,,,,,q80-100,,
204,mean_area:q80-100  mean_concave_points:q80-100  worst_symmetry:q80-100,26,-0.49029607593143504,-0.8252585352032866,-0.8252585352032866,q80-100,,q80-100,,,,,,,,,,,,,,,,q80-100,
205,mean_area:q80-100  mean_concave_points:q80-100  worst_texture:q60-80,23,-0.45572543398630355,-0.802675585284281,-0.802675585284281,q80-100,,q80-100,,,,,,,,,,,,,,,,,q60-80
206,mean_area:q80-100  mean_concave_points:q80-100  worst_texture:q80-100,27,-0.46098127647943143,-0.8431734317343174,-0.8431734317343174,q80-100,,q80-100,,,,,,,,,,,,,,,,,q80-100
207,mean_area:q80-100  mean_concavity:q80-100  mean_fractal_dimension:q40-60,21,-0.47340980187695514,-0.7697254084115398,-0.7697254084115398,q80-100,,,q80-100,q40-60,,,,,,,,,,,,,,,
208,mean_area:q80-100  mean_concavity:q60-80  mean_fractal_dimension:q00-20,26,-0.21816121263635077,-0.7348066298342542,-0.7348066298342542,q80-100,,,q60-80,q00-20,,,,,,,,,,,,,,,
209,mean_area:q80-100  mean_concavity:q80-100  mean_perimeter:q80-100,64,-0.43780940594059403,-0.7993193069306931,-0.7993193069306931,q80-100,,,q80-100,,q80-100,,,,,,,,,,,,,,
210,mean_area:q80-100  mean_concavity:q60-80  mean_perimeter:q80-100,39,-0.2521528785679729,-0.7536042573778423,-0.7536042573778423,q80-100,,,q60-80,,q80-100,,,,,,,,,,,,,,
211,mean_area:q00-20  mean_concavity:q20-40  mean_perimeter:q00-20,25,-0.3423529411764706,0.5652205882352941,0.5652205882352941,q00-20,,,q20-40,,q00-20,,,,,,,,,,,,,,
212,mean_area:q00-20  mean_concavity:q40-60  mean_perimeter:q00-20,21,-0.19986096628432395,0.5237226277372263,0.5237226277372263,q00-20,,,q40-60,,q00-20,,,,,,,,,,,,,,
213,mean_area:q00-20  mean_concavity:q00-20  mean_perimeter:q00-20,51,-0.27515330456506926,0.5705200999318646,0.5705200999318646,q00-20,,,q00-20,,q00-20,,,,,,,,,,,,,,
214,mean_area:q20-40  mean_concavity:q20-40  mean_perimeter:q20-40,36,-0.34771732332707944,0.6228893058161351,0.6228893058161351,q20-40,,,q20-40,,q20-40,,,,,,,,,,,,,,
215,mean_area:q20-40  mean_concavity:q40-60  mean_perimeter:q20-40,29,-0.23243933588761176,0.4636653895274585,0.4636653895274585,q20-40,,,q40-60,,q20-40,,,,,,,,,,,,,,
216,mean_area:q20-40  mean_concavity:q00-20  mean_perimeter:q20-40,30,-0.315460729746444,0.5028447742733457,0.5028447742733457,q20-40,,,q00-20,,q20-40,,,,,,,,,,,,,,
217,mean_area:q40-60  mean_concavity:q60-80  mean_perimeter:q40-60,20,0.671311475409836,-0.47176684881602915,-0.47176684881602915,q40-60,,,q60-80,,q40-60,,,,,,,,,,,,,,
218,mean_area:q40-60  mean_concavity:q20-40  mean_perimeter:q40-60,32,-0.1319832402234637,0.4301675977653631,0.4301675977653631,q40-60,,,q20-40,,q40-60,,,,,,,,,,,,,,
219,mean_area:q40-60  mean_concavity:q40-60  mean_perimeter:q40-60,25,0.30875,0.3547794117647059,0.3547794117647059,q40-60,,,q40-60,,q40-60,,,,,,,,,,,,,,
220,mean_area:q40-60  mean_concavity:q00-20  mean_perimeter:q40-60,22,-0.19793917234502242,0.5301645338208409,0.5301645338208409,q40-60,,,q00-20,,q40-60,,,,,,,,,,,,,,
221,mean_area:q60-80  mean_concavity:q80-100  mean_perimeter:q60-80,28,0.19177449168207025,-0.6962635331396884,-0.6962635331396884,q60-80,,,q80-100,,q60-80,,,,,,,,,,,,,,
222,mean_area:q60-80  mean_concavity:q60-80  mean_perimeter:q60-80,34,0.3708081363386476,-0.577570093457944,-0.577570093457944,q60-80,,,q60-80,,q60-80,,,,,,,,,,,,,,
223,mean_area:q60-80  mean_concavity:q40-60  mean_perimeter:q60-80,31,0.7353999280489267,-0.5390334572490706,-0.5390334572490706,q60-80,,,q40-60,,q60-80,,,,,,,,,,,,,,
224,mean_area:q80-100  mean_concavity:q80-100  mean_radius:q80-100,63,-0.43415521676391244,-0.7964426877470355,-0.7964426877470355,q80-100,,,q80-100,,,q80-100,,,,,,,,,,,,,
225,mean_area:q80-100  mean_concavity:q60-80  mean_radius:q80-100,41,-0.25849963045084995,-0.7578067257945307,-0.7578067257945307,q80-100,,,q60-80,,,q80-100,,,,,,,,,,,,,
226,mean_area:q00-20  mean_concavity:q20-40  mean_radius:q00-20,25,-0.3423529411764706,0.5652205882352941,0.5652205882352941,q00-20,,,q20-40,,,q00-20,,,,,,,,,,,,,
227,mean_area:q00-20  mean_concavity:q40-60  mean_radius:q00-20,21,-0.19986096628432395,0.5237226277372263,0.5237226277372263,q00-20,,,q40-60,,,q00-20,,,,,,,,,,,,,
228,mean_area:q00-20  mean_concavity:q00-20  mean_radius:q00-20,50,-0.2733333333333333,0.568131021194605,0.568131021194605,q00-20,,,q00-20,,,q00-20,,,,,,,,,,,,,
229,mean_area:q20-40  mean_concavity:q20-40  mean_radius:q20-40,39,-0.3772133526850508,0.6264150943396226,0.6264150943396226,q20-40,,,q20-40,,,q20-40,,,,,,,,,,,,,
230,mean_area:q20-40  mean_concavity:q40-60  mean_radius:q20-40,30,-0.20253555967841683,0.4489795918367347,0.4489795918367347,q20-40,,,q40-60,,,q20-40,,,,,,,,,,,,,
231,mean_area:q20-40  mean_concavity:q00-20  mean_radius:q20-40,30,-0.315460729746444,0.5028447742733457,0.5028447742733457,q20-40,,,q00-20,,,q20-40,,,,,,,,,,,,,
232,mean_area:q40-60  mean_concavity:q60-80  mean_radius:q40-60,21,0.6750086896072297,-0.4726277372262774,-0.4726277372262774,q40-60,,,q60-80,,,q40-60,,,,,,,,,,,,,
233,mean_area:q40-60  mean_concavity:q20-40  mean_radius:q40-60,33,-0.13625056535504296,0.43097014925373134,0.43097014925373134,q40-60,,,q20-40,,,q40-60,,,,,,,,,,,,,
234,mean_area:q40-60  mean_concavity:q40-60  mean_radius:q40-60,26,0.27546394673466496,0.35543278084714547,0.35543278084714547,q40-60,,,q40-60,,,q40-60,,,,,,,,,,,,,
235,mean_area:q40-60  mean_concavity:q00-20  mean_radius:q40-60,25,-0.21044117647058824,0.5330882352941176,0.5330882352941176,q40-60,,,q00-20,,,q40-60,,,,,,,,,,,,,
236,mean_area:q60-80  mean_concavity:q80-100  mean_radius:q60-80,30,0.1748917748917749,-0.7013605442176871,-0.7013605442176871,q60-80,,,q80-100,,,q60-80,,,,,,,,,,,,,
237,mean_area:q60-80  mean_concavity:q60-80  mean_radius:q60-80,34,0.3708081363386476,-0.577570093457944,-0.577570093457944,q60-80,,,q60-80,,,q60-80,,,,,,,,,,,,,
238,mean_area:q60-80  mean_concavity:q40-60  mean_radius:q60-80,31,0.7353999280489267,-0.5390334572490706,-0.5390334572490706,q60-80,,,q40-60,,,q60-80,,,,,,,,,,,,,
239,mean_area:q80-100  mean_concavity:q80-100  mean_smoothness:q80-100,26,-0.47598810029749256,-0.7550644567219152,-0.7550644567219152,q80-100,,,q80-100,,,,q80-100,,,,,,,,,,,,
240,mean_area:q80-100  mean_concavity:q80-100  mean_smoothness:q60-80,24,-0.43830275229357796,-0.7428899082568807,-0.7428899082568807,q80-100,,,q80-100,,,,q60-80,,,,,,,,,,,,
241,mean_area:q80-100  mean_concavity:q80-100  mean_symmetry:q80-100,23,-0.3865265169612996,-0.7509157509157509,-0.7509157509157509,q80-100,,,q80-100,,,,,q80-100,,,,,,,,,,,
242,mean_area:q80-100  mean_concavity:q80-100  mean_texture:q80-100,29,-0.4317369093231162,-0.7736270753512133,-0.7736270753512133,q80-100,,,q80-100,,,,,,q80-100,,,,,,,,,,
243,mean_area:q80-100  mean_concavity:q80-100  worst_area:q80-100,64,-0.43780940594059403,-0.7993193069306931,-0.7993193069306931,q80-100,,,q80-100,,,,,,,q80-100,,,,,,,,,
244,mean_area:q80-100  mean_concavity:q60-80  worst_area:q80-100,37,-0.3034952245478561,-0.7781954887218046,-0.7781954887218046,q80-100,,,q60-80,,,,,,,q80-100,,,,,,,,,
245,mean_area:q00-20  mean_concavity:q20-40  worst_area:q00-20,22,-0.3820840950639854,0.5980555093900615,0.5980555093900615,q00-20,,,q20-40,,,,,,,q00-20,,,,,,,,,
246,mean_area:q00-20  mean_concavity:q00-20  worst_area:q00-20,49,-0.27146781789638935,0.5656985871271586,0.5656985871271586,q00-20,,,q00-20,,,,,,,q00-20,,,,,,,,,
247,mean_area:q20-40  mean_concavity:q20-40  worst_area:q20-40,32,-0.3365921787709497,0.5851373370577281,0.5851373370577281,q20-40,,,q20-40,,,,,,,q20-40,,,,,,,,,
248,mean_area:q20-40  mean_concavity:q40-60  worst_area:q20-40,20,-0.27704918032786885,0.4918032786885246,0.4918032786885246,q20-40,,,q40-60,,,,,,,q20-40,,,,,,,,,
249,mean_area:q20-40  mean_concavity:q00-20  worst_area:q20-40,28,-0.3395167678901505,0.4984816477422762,0.4984816477422762,q20-40,,,q00-20,,,,,,,q20-40,,,,,,,,,
250,mean_area:q40-60  mean_concavity:q20-40  worst_area:q40-60,23,-0.21842650103519667,0.48630355152094284,0.48630355152094284,q40-60,,,q20-40,,,,,,,q40-60,,,,,,,,,
251,mean_area:q40-60  mean_concavity:q40-60  worst_area:q40-60,20,0.2644808743169399,0.38998178506375225,0.38998178506375225,q40-60,,,q40-60,,,,,,,q40-60,,,,,,,,,
252,mean_area:q40-60  mean_concavity:q00-20  worst_area:q40-60,22,-0.19793917234502242,0.5301645338208409,0.5301645338208409,q40-60,,,q00-20,,,,,,,q40-60,,,,,,,,,
253,mean_area:q60-80  mean_concavity:q80-100  worst_area:q60-80,21,0.3994612443517553,-0.7244525547445255,-0.7244525547445255,q60-80,,,q80-100,,,,,,,q60-80,,,,,,,,,
254,mean_area:q60-80  mean_concavity:q60-80  worst_area:q60-80,27,0.35793357933579334,-0.5811808118081181,-0.5811808118081181,q60-80,,,q60-80,,,,,,,q60-80,,,,,,,,,
255,mean_area:q60-80  mean_concavity:q40-60  worst_area:q60-80,27,0.7249555828891622,-0.5350553505535055,-0.5350553505535055,q60-80,,,q40-60,,,,,,,q60-80,,,,,,,,,
256,mean_area:q80-100  mean_concavity:q80-100  worst_compactness:q80-100,36,-0.4629977069001459,-0.8093600166770899,-0.8093600166770899,q80-100,,,q80-100,,,,,,,,q80-100,,,,,,,,
257,mean_area:q80-100  mean_concavity:q80-100  worst_compactness:q60-80,21,-0.4339589850538756,-0.7844977407021203,-0.7844977407021203,q80-100,,,q80-100,,,,,,,,q60-80,,,,,,,,
258,mean_area:q00-20  mean_concavity:q00-20  worst_compactness:q00-20,41,-0.311529933481153,0.5968218773096822,0.5968218773096822,q00-20,,,q00-20,,,,,,,,q00-20,,,,,,,,
259,mean_area:q20-40  mean_concavity:q00-20  worst_compactness:q00-20,22,-0.3256606282200432,0.48288183480139607,0.48288183480139607,q20-40,,,q00-20,,,,,,,,q00-20,,,,,,,,
260,mean_area:q60-80  mean_concavity:q80-100  worst_compactness:q80-100,26,0.21121971950701232,-0.7092364357557728,-0.7092364357557728,q60-80,,,q80-100,,,,,,,,q80-100,,,,,,,,
